Temperature ,Cu Dose (mol%),Concentration (ppm),Response
280,3.15,44.9,142.96
240,1.9,74.29,197.13
280,3.68,17.35,123.87
160,2.14,13.67,255.89
280,3.96,74.29,149.46
280,2.02,37.55,121.36
120,1.01,57.76,227.31
120,1.41,94.49,255.76
160,1.82,74.29,279.19
280,2.55,17.35,122.33
160,3.72,11.84,264.86
200,1.21,33.88,268.47
160,0.48,76.12,245.98
120,2.59,46.73,257.49
200,3.39,37.55,304.96
240,1.13,37.55,160.21
120,1.78,37.55,236.0
160,2.06,50.41,272.73
120,0.32,33.88,196.22
200,3.8,100.0,331.97
120,1.09,37.55,219.01
240,3.31,43.06,200.18
120,3.39,81.63,278.92
120,0.53,83.47,227.29
120,1.29,17.35,214.0
120,2.51,76.12,270.61
120,1.66,94.49,261.69
240,2.91,81.63,221.11
280,0.16,44.9,76.98
120,2.06,57.76,252.06
240,0.28,26.53,131.54
160,3.88,54.08,284.53
160,1.05,19.18,232.88
160,2.63,87.14,302.57
280,2.34,26.53,122.57
160,0.89,28.37,233.19
120,3.11,72.45,276.86
120,2.71,43.06,258.17
120,2.42,33.88,247.68
160,0.77,33.88,232.52
200,1.01,100.0,296.21
120,0.97,72.45,233.28
120,0.57,32.04,202.43
160,3.72,88.98,303.47
120,1.94,15.51,228.07
160,3.31,88.98,307.1
200,2.26,15.51,283.33
120,2.18,81.63,267.1
200,0.89,52.24,269.28
200,1.05,39.39,266.96
120,1.49,85.31,252.73
200,2.99,35.71,307.65
120,2.26,37.55,246.47
240,3.35,37.55,197.15
160,0.32,26.53,216.76
280,0.16,17.35,63.38
200,1.82,81.63,307.02
160,1.58,48.57,260.58
240,2.06,15.51,171.41
120,2.22,21.02,237.54
280,3.03,39.39,141.56
240,2.51,37.55,191.31
160,3.31,13.67,269.37
160,1.49,54.08,261.2
280,2.22,50.41,132.02
280,0.61,24.69,79.88
120,2.34,90.82,274.7
240,1.01,10.0,143.07
240,2.42,88.98,215.79
240,3.27,21.02,189.86
240,0.4,44.9,144.27
160,4.0,26.53,269.4
160,0.89,96.33,267.38
280,3.68,52.24,141.25
240,1.45,35.71,167.49
120,2.46,35.71,249.6
200,3.35,43.06,307.46
200,2.06,79.8,311.22
280,1.49,66.94,123.82
200,1.49,17.35,266.85
160,0.57,59.59,239.98
240,0.77,48.57,156.09
200,0.24,79.8,265.16
120,1.94,28.37,234.39
120,1.37,48.57,231.68
160,1.74,74.29,277.33
120,0.69,52.24,215.67
280,3.39,48.57,142.55
200,2.95,87.14,332.71
200,2.75,63.27,316.78
200,2.02,94.49,317.49
160,3.68,22.86,270.52
160,1.54,15.51,243.13
280,2.42,72.45,147.06
160,1.09,59.59,254.09
160,0.81,70.61,252.27
120,2.51,87.14,276.18
120,0.36,55.92,208.35
240,2.42,26.53,184.03
200,2.83,63.27,318.62
280,3.96,85.31,154.7
240,3.68,94.49,222.77
120,1.54,76.12,249.03
240,0.4,21.02,132.1
240,1.7,43.06,176.84
280,3.72,98.16,163.82
240,0.36,50.41,146.21
240,1.94,19.18,170.16
280,3.84,41.22,134.04
280,1.41,22.86,99.75
280,1.37,22.86,98.64
120,2.71,13.67,243.4
120,4.0,59.59,261.49
200,3.6,21.02,294.49
200,2.67,57.76,312.87
280,2.83,90.82,164.21
160,0.04,70.61,230.72
160,1.98,68.78,279.5
120,3.31,76.12,276.9
200,3.96,98.16,329.14
240,1.09,44.9,162.65
280,3.8,87.14,158.02
120,0.08,44.9,194.97
160,3.52,43.06,282.26
280,2.79,96.33,166.14
240,2.46,33.88,188.68
160,1.33,28.37,244.62
160,2.67,43.06,281.3
240,2.87,92.65,225.76
200,0.04,17.35,227.67
160,1.82,61.43,272.17
200,1.21,19.18,261.12
160,2.87,74.29,300.59
240,1.74,52.24,181.98
160,2.83,66.94,296.46
160,2.79,35.71,280.13
240,3.39,61.43,208.62
160,1.01,76.12,259.9
240,0.32,43.06,141.02
160,0.89,59.59,249.17
160,3.96,85.31,298.87
120,2.26,48.57,252.27
200,1.41,50.41,281.51
240,0.44,21.02,133.27
200,2.34,37.55,296.35
240,0.69,10.0,134.53
280,1.78,72.45,132.94
240,2.1,55.92,192.1
160,3.19,55.92,292.0
120,2.83,74.29,275.81
240,3.39,44.9,200.31
280,0.4,43.06,83.15
240,1.54,41.22,171.55
240,0.57,85.31,169.08
200,1.78,59.59,294.86
200,3.43,54.08,313.17
160,0.93,68.78,254.85
240,3.8,68.78,208.28
240,3.56,79.8,215.91
120,1.62,70.61,248.56
160,0.85,44.9,240.79
200,2.55,85.31,323.85
160,3.72,46.73,282.51
240,1.21,98.16,192.41
280,1.94,55.92,128.32
240,1.29,55.92,173.35
240,1.41,46.73,171.62
280,0.16,76.12,92.9
280,2.42,17.35,119.66
280,3.8,44.9,136.55
120,2.14,26.53,238.5
240,3.6,24.69,188.19
240,2.67,76.12,213.85
160,2.38,66.94,287.57
160,2.99,41.22,286.87
160,0.2,88.98,244.57
200,3.19,65.1,320.79
160,2.22,83.47,292.5
240,0.04,59.59,141.17
280,2.06,55.92,131.58
120,1.41,44.9,231.35
280,1.58,57.76,121.64
240,2.59,43.06,195.97
120,0.0,39.39,189.65
160,1.33,94.49,277.67
240,3.15,32.04,196.67
160,0.89,13.67,225.93
160,2.87,32.04,279.79
280,1.94,92.65,147.1
240,3.43,39.39,197.5
200,0.61,50.41,260.46
120,1.94,30.2,235.65
120,2.87,46.73,262.88
280,1.62,22.86,104.84
240,1.74,35.71,174.12
240,2.55,21.02,183.92
280,4.0,21.02,122.45
240,2.71,92.65,222.95
160,1.86,52.24,268.8
120,0.73,76.12,228.53
120,4.0,52.24,258.07
120,1.49,21.02,221.19
120,0.08,63.27,203.94
160,1.41,68.78,266.38
200,2.95,48.57,313.4
120,0.53,19.18,195.03
240,0.28,43.06,139.87
120,0.89,26.53,208.7
200,0.12,26.53,234.9
120,3.11,85.31,283.36
280,0.44,37.55,81.73
280,3.15,28.37,134.55
200,1.17,98.16,299.48
200,1.37,13.67,262.39
240,0.57,21.02,136.54
160,1.66,85.31,280.78
120,1.66,17.35,223.16
120,2.95,66.94,274.45
160,1.29,72.45,265.62
120,0.85,70.61,229.34
240,3.92,52.24,199.04
160,2.95,13.67,271.99
240,1.86,10.0,163.92
120,2.46,100.0,281.7
280,3.96,90.82,157.95
200,0.16,92.65,269.25
160,1.41,21.02,243.11
280,2.34,21.02,119.86
240,1.54,88.98,195.98
160,3.84,70.61,293.01
240,1.94,50.41,185.92
160,1.54,83.47,277.22
200,2.1,33.88,289.08
280,3.23,70.61,154.98
120,3.31,35.71,256.5
200,1.78,88.98,309.56
280,1.21,79.8,123.04
200,1.78,68.78,299.57
120,2.99,41.22,262.54
160,3.52,85.31,303.47
200,1.66,65.1,294.66
280,0.2,65.1,88.17
240,1.9,44.9,182.48
280,2.71,33.88,133.83
200,0.89,30.2,258.14
200,0.12,10.0,226.41
280,2.34,74.29,146.58
280,1.05,96.33,127.38
200,3.8,21.02,292.77
280,0.2,48.57,80.4
160,0.08,13.67,203.52
160,3.19,32.04,280.43
120,0.69,10.0,194.93
160,1.05,90.82,268.95
280,1.41,19.18,98.29
280,2.51,39.39,132.65
240,2.87,44.9,202.05
280,2.75,70.61,152.51
200,2.79,72.45,322.02
160,2.83,30.2,277.83
200,3.47,32.04,301.27
200,3.76,22.86,293.91
160,1.29,90.82,274.9
280,3.84,48.57,137.74
240,0.28,88.98,162.73
200,2.42,41.22,299.76
280,2.02,13.67,109.38
160,1.94,35.71,262.32
120,2.67,50.41,260.96
200,1.66,85.31,304.93
280,1.66,37.55,113.0
280,0.77,81.63,112.66
240,2.55,76.12,211.41
120,1.33,85.31,248.87
120,0.77,10.0,196.83
160,3.39,85.31,304.79
280,3.6,48.57,140.35
120,2.91,96.33,288.59
120,1.78,77.96,256.06
160,0.81,74.29,254.13
200,0.65,59.59,266.32
280,3.72,13.67,121.93
120,3.96,100.0,282.37
240,2.38,50.41,195.43
240,1.98,76.12,199.82
120,3.76,17.35,243.07
160,3.6,52.24,286.27
200,3.68,44.9,305.47
240,2.06,37.55,182.34
160,1.74,24.69,252.73
280,1.21,44.9,105.95
120,0.24,94.49,224.35
280,0.4,79.8,100.97
160,2.51,32.04,272.78
200,1.7,32.04,279.31
240,2.55,17.35,182.0
280,3.11,26.53,134.12
280,3.35,48.57,142.74
240,0.0,11.84,116.09
120,2.95,57.76,269.82
120,0.36,88.98,225.11
120,3.68,21.02,245.68
240,2.71,100.0,226.64
160,1.01,10.0,227.14
160,0.69,85.31,256.58
120,3.96,32.04,248.04
120,0.4,72.45,218.12
240,0.97,10.0,142.18
240,2.26,88.98,211.99
160,1.17,43.06,247.87
200,2.46,66.94,313.57
160,3.64,85.31,302.28
280,2.51,11.84,118.55
120,0.24,41.22,197.96
240,3.68,33.88,192.03
120,0.73,63.27,222.26
280,1.54,98.16,140.34
200,3.72,43.06,304.6
200,0.69,24.69,250.16
240,1.82,41.22,178.6
200,3.92,24.69,292.85
120,2.51,55.92,260.37
160,3.6,88.98,304.36
240,1.13,72.45,177.53
280,1.33,55.92,114.31
160,2.22,85.31,293.27
200,1.33,46.73,278.04
160,3.88,50.41,282.36
240,2.83,28.37,192.89
200,0.93,98.16,293.29
160,2.34,46.73,276.19
240,0.53,22.86,136.73
240,0.12,43.06,135.14
200,3.68,32.04,299.24
120,1.94,11.84,226.34
240,1.49,63.27,182.05
120,2.02,83.47,264.17
200,1.33,57.76,283.36
200,1.86,65.1,299.32
280,0.57,70.61,101.55
120,0.53,74.29,222.23
160,0.0,88.98,238.46
160,1.37,37.55,250.16
200,3.88,26.53,294.73
200,3.27,39.39,306.81
200,2.38,21.02,288.56
200,0.53,83.47,275.45
160,2.18,63.27,281.86
240,3.92,76.12,210.96
240,1.37,79.8,187.75
120,1.82,59.59,247.64
120,0.24,44.9,199.86
240,4.0,74.29,208.96
120,3.19,50.41,265.17
280,1.49,39.39,110.48
120,1.09,74.29,237.5
280,0.57,54.08,93.73
160,1.66,30.2,253.76
120,1.9,85.31,262.47
160,1.33,83.47,272.4
120,1.86,10.0,223.9
120,1.13,63.27,233.05
280,0.61,76.12,106.01
280,3.31,65.1,151.27
120,0.57,43.06,207.78
160,1.94,55.92,272.75
200,3.56,98.16,333.21
160,0.85,77.96,256.84
160,2.46,39.39,275.54
160,3.31,59.59,292.83
280,1.62,28.37,107.61
280,3.64,11.84,121.53
280,1.01,54.08,105.42
160,2.02,13.67,253.25
240,0.93,17.35,144.77
280,3.19,94.49,167.34
240,1.05,21.02,149.88
240,1.17,33.88,159.08
120,1.17,35.71,220.08
120,1.54,85.31,253.89
280,0.57,85.31,108.89
280,3.96,94.49,159.72
160,0.16,77.96,237.88
280,0.53,15.51,72.55
240,2.55,48.57,197.95
120,3.56,43.06,257.83
240,3.31,21.02,189.42
160,0.16,68.78,233.03
160,0.53,79.8,249.25
160,2.02,17.35,255.22
120,1.78,48.57,241.48
120,2.71,66.94,270.15
120,0.69,66.94,223.28
120,1.21,55.92,231.3
120,0.2,10.0,180.89
240,1.86,79.8,198.41
200,2.06,88.98,315.95
240,4.0,98.16,221.13
160,0.08,52.24,222.92
120,2.02,61.43,253.42
280,3.6,83.47,158.19
120,1.7,72.45,251.06
120,1.29,81.63,246.46
240,1.49,85.31,193.26
160,2.14,44.9,271.55
160,2.22,15.51,258.49
280,0.48,15.51,71.76
200,0.28,17.35,235.13
280,4.0,35.71,130.02
160,2.75,11.84,267.35
280,2.79,87.14,161.48
240,0.44,17.35,131.87
200,1.9,55.92,295.3
120,1.7,98.16,264.17
160,2.02,28.37,260.81
240,1.82,79.8,197.66
240,1.74,44.9,178.68
120,3.64,100.0,285.61
160,1.82,32.04,257.71
240,1.49,83.47,192.22
280,3.76,30.2,129.2
280,0.24,43.06,78.68
160,2.99,92.65,311.93
200,2.06,68.78,305.62
280,1.21,50.41,108.49
280,3.35,92.65,165.02
120,2.91,33.88,257.12
120,2.51,79.8,272.17
120,1.58,26.53,225.27
160,3.92,57.76,285.86
240,1.74,72.45,192.37
160,2.55,33.88,274.33
280,0.0,17.35,58.69
240,2.3,63.27,200.34
160,2.22,61.43,281.5
200,1.45,79.8,296.87
120,3.8,10.0,238.82
200,2.22,52.24,300.56
240,2.46,48.57,196.38
240,2.34,46.73,193.05
160,2.55,90.82,302.59
120,1.21,65.1,235.53
160,2.71,50.41,285.52
240,0.4,46.73,145.12
240,3.72,22.86,186.69
240,3.8,72.45,210.22
280,2.38,32.04,126.38
280,0.36,13.67,67.66
160,3.56,65.1,292.88
120,0.93,92.65,242.29
240,1.13,90.82,187.1
120,1.05,28.37,213.37
160,2.06,19.18,256.92
160,1.45,92.65,279.94
160,1.82,41.22,262.64
200,0.93,79.8,284.06
280,2.34,92.65,155.71
280,0.53,30.2,80.39
200,1.78,35.71,283.09
240,3.68,15.51,182.63
280,2.55,96.33,161.38
120,2.67,83.47,277.48
280,3.47,26.53,130.62
200,3.31,88.98,331.31
160,0.89,44.9,241.6
200,0.57,87.14,277.7
200,3.76,13.67,289.21
240,1.05,74.29,176.22
120,3.72,11.84,240.74
160,0.61,54.08,238.48
280,3.39,21.02,128.99
120,1.33,41.22,227.12
120,3.6,74.29,273.07
200,3.92,33.88,297.75
120,3.39,85.31,280.6
120,1.09,68.78,234.75
120,4.0,94.49,279.03
280,1.17,100.0,132.05
160,1.25,59.59,258.29
280,1.9,90.82,145.55
280,1.41,39.39,108.08
120,3.03,63.27,273.57
160,0.0,70.61,229.14
160,1.41,13.67,239.4
160,3.64,41.22,280.31
280,2.38,41.22,130.37
280,2.26,33.88,124.41
280,3.27,57.76,148.34
120,1.66,57.76,243.25
120,3.23,30.2,254.57
120,2.67,76.12,274.01
120,0.61,48.57,211.87
280,2.18,21.02,116.48
280,4.0,39.39,131.73
240,2.91,48.57,204.4
240,1.29,63.27,177.05
280,2.67,81.63,156.78
160,1.45,41.22,253.67
160,3.76,79.8,298.26
240,3.11,13.67,187.91
240,1.45,28.37,163.44
160,0.44,57.76,236.0
280,2.59,48.57,138.42
160,2.46,77.96,294.65
280,3.03,28.37,136.1
160,3.72,43.06,280.15
120,0.32,13.67,186.59
200,1.17,57.76,279.18
240,3.07,19.18,190.66
280,3.19,66.94,153.63
160,1.49,81.63,275.47
280,2.26,61.43,138.28
120,3.88,63.27,264.57
280,0.08,43.06,74.15
200,0.61,61.43,266.11
280,1.45,50.41,114.55
200,1.98,43.06,291.21
160,1.9,85.31,286.72
120,2.51,28.37,246.63
160,0.53,96.33,257.32
280,1.66,21.02,104.65
120,0.77,43.06,212.94
240,2.34,98.16,218.17
160,3.43,19.18,271.14
120,2.34,11.84,235.22
120,3.35,81.63,279.14
120,0.32,85.31,221.73
120,0.24,90.82,222.32
240,3.6,63.27,207.91
280,3.84,54.08,140.34
240,2.59,37.55,192.97
200,3.6,46.73,307.22
200,2.55,65.1,314.11
240,2.06,33.88,180.28
240,3.03,76.12,219.79
120,0.44,19.18,192.77
240,1.45,39.39,169.04
280,2.34,90.82,154.92
160,3.96,92.65,302.62
240,0.93,26.53,149.4
200,3.03,96.33,338.15
200,2.38,81.63,318.79
240,1.74,81.63,196.69
280,3.6,41.22,137.03
200,0.89,37.55,261.52
240,2.1,41.22,184.55
160,3.76,63.27,290.33
240,2.34,90.82,215.26
120,1.29,46.73,228.99
240,2.55,98.16,222.33
280,1.66,32.04,110.33
240,0.36,41.22,141.07
200,0.44,98.16,280.24
240,1.25,52.24,170.55
240,0.65,15.51,136.38
240,1.9,77.96,198.67
120,0.4,77.96,220.93
240,2.83,48.57,203.12
240,1.86,44.9,181.06
160,0.12,59.59,227.43
160,1.33,100.0,280.51
240,3.76,11.84,180.01
240,0.48,57.76,152.69
200,3.11,85.31,331.28
160,3.96,79.8,296.19
200,3.92,83.47,322.41
200,1.74,96.33,312.39
240,3.88,21.02,183.92
240,2.06,83.47,205.05
120,1.33,22.86,217.72
200,0.16,83.47,264.76
120,1.54,61.43,241.74
120,3.35,28.37,252.86
200,2.38,44.9,300.24
280,1.98,28.37,115.9
240,3.23,13.67,186.36
160,0.16,63.27,230.26
240,2.63,100.0,224.93
200,0.16,39.39,242.47
240,2.59,19.18,183.53
160,1.21,87.14,271.14
280,3.88,15.51,120.97
200,0.48,46.73,255.47
200,1.49,57.76,287.28
160,1.37,57.76,260.34
240,2.55,11.84,179.5
280,1.29,85.31,127.53
200,0.48,96.33,280.33
160,2.91,72.45,300.43
200,1.7,88.98,307.65
280,1.25,30.2,99.09
120,0.53,26.53,198.5
200,0.97,43.06,266.73
280,0.93,26.53,89.52
240,3.43,30.2,192.94
120,1.49,63.27,241.68
120,0.2,100.0,225.86
160,2.67,70.61,295.08
160,0.57,96.33,258.54
120,2.22,44.9,249.41
240,2.46,92.65,218.04
160,3.56,76.12,298.3
280,0.2,46.73,79.25
240,0.65,21.02,138.72
120,1.17,48.57,226.52
280,3.19,19.18,129.78
240,3.64,37.55,194.07
200,1.33,83.47,296.03
240,1.9,61.43,190.45
240,1.86,74.29,195.88
160,3.23,33.88,280.64
160,0.85,76.12,256.24
240,0.93,88.98,180.73
120,3.52,50.41,261.93
200,0.12,96.33,269.46
120,1.13,46.73,224.72
280,3.11,54.08,147.99
160,3.19,13.67,270.89
240,1.7,77.96,194.14
200,0.73,77.96,278.08
120,1.82,24.69,230.06
280,3.39,81.63,158.79
160,1.13,19.18,234.9
200,1.01,32.04,262.18
160,2.99,55.92,294.25
160,2.1,15.51,255.85
200,3.39,68.78,320.31
120,1.33,33.88,223.57
120,0.61,79.8,227.17
160,3.88,92.65,303.21
160,1.05,88.98,267.83
280,3.43,13.67,124.29
120,2.75,26.53,250.77
280,2.91,35.71,138.22
120,0.04,17.35,179.87
240,2.67,100.0,225.75
240,3.84,68.78,208.07
280,1.54,17.35,99.91
200,1.21,81.63,292.47
280,2.63,52.24,141.27
200,1.78,19.18,274.64
240,3.64,28.37,189.74
240,2.55,15.51,181.13
160,2.46,44.9,278.23
200,3.88,98.16,329.86
280,2.95,43.06,142.71
280,1.94,33.88,117.42
160,2.42,21.02,265.78
160,3.39,68.78,296.13
200,0.61,94.49,282.98
240,3.03,43.06,203.13
280,2.26,83.47,149.56
240,0.12,63.27,145.23
200,0.08,77.96,259.05
160,1.37,85.31,273.93
200,2.75,35.71,302.93
200,1.98,79.8,309.46
120,0.97,59.59,226.93
120,1.66,21.02,224.57
280,1.21,74.29,120.56
200,2.87,28.37,301.8
280,0.77,100.0,121.49
160,3.27,43.06,284.71
120,0.04,15.51,178.95
160,3.68,96.33,307.42
120,2.38,46.73,253.37
120,3.07,59.59,271.18
160,4.0,76.12,294.36
120,1.94,43.06,242.12
200,2.02,32.04,286.65
240,0.69,41.22,150.03
120,0.08,96.33,220.31
240,1.94,30.2,175.74
280,2.51,61.43,143.25
280,3.64,98.16,164.88
120,2.26,100.0,277.53
280,2.55,43.06,135.21
160,1.41,32.04,248.27
160,1.74,90.82,285.31
120,0.57,70.61,221.58
280,1.58,83.47,134.03
240,1.37,33.88,164.1
280,0.73,54.08,97.64
240,3.52,50.41,202.12
200,0.81,92.65,287.48
240,3.8,92.65,220.43
160,0.2,22.86,211.16
280,1.98,44.9,124.03
120,0.57,17.35,195.17
120,2.99,35.71,259.52
280,1.33,77.96,125.26
200,1.21,92.65,298.06
280,2.26,63.27,138.89
280,3.11,77.96,160.02
240,3.15,30.2,195.67
280,0.0,21.02,60.34
240,1.49,50.41,175.93
280,1.54,72.45,127.82
120,3.27,57.76,268.12
160,0.0,43.06,215.68
160,0.04,79.8,234.83
120,1.17,17.35,211.14
160,0.53,15.51,216.97
160,3.31,17.35,271.55
120,1.01,15.51,205.91
200,3.76,66.94,315.82
120,0.97,96.33,245.56
120,2.83,52.24,264.95
240,2.22,28.37,180.86
240,3.03,35.71,199.62
200,1.29,94.49,300.65
120,0.53,90.82,230.78
280,1.25,26.53,97.64
240,3.72,21.02,185.38
240,3.23,37.55,198.39
240,1.29,98.16,194.32
280,0.81,52.24,99.24
120,1.98,22.86,232.5
120,2.22,17.35,235.42
280,4.0,66.94,145.36
200,2.3,65.1,308.69
240,0.04,19.18,120.52
200,3.03,70.61,324.88
120,2.46,52.24,257.76
280,2.02,77.96,141.42
160,1.17,13.67,233.14
240,1.82,19.18,167.84
280,3.39,68.78,152.55
160,2.06,65.1,279.83
200,0.28,98.16,275.43
200,1.33,37.55,273.18
160,2.67,65.1,292.43
200,1.29,41.22,273.67
160,0.69,52.24,239.77
240,3.31,44.9,201.46
200,2.55,63.27,313.55
160,2.91,83.47,305.89
240,0.24,70.61,152.34
240,0.73,74.29,167.75
240,1.94,98.16,209.44
120,2.42,68.78,265.45
120,3.07,96.33,289.36
280,3.15,100.0,170.56
120,3.31,55.92,266.73
160,2.75,57.76,290.2
240,0.44,83.47,164.69
160,3.96,87.14,299.84
200,2.1,32.04,288.14
200,3.15,41.22,309.01
240,0.44,74.29,160.3
280,3.31,85.31,161.42
240,2.1,28.37,178.67
240,0.89,68.78,169.24
240,3.15,22.86,191.81
120,3.15,77.96,279.51
240,1.37,11.84,153.38
240,1.94,76.12,198.62
120,0.57,46.73,209.53
200,3.8,79.8,321.83
280,0.97,68.78,111.55
280,0.4,68.78,96.42
280,2.46,43.06,133.49
160,0.57,41.22,230.64
120,2.38,90.82,275.33
200,1.98,32.04,285.83
160,0.12,17.35,206.3
200,0.28,79.8,266.15
120,1.98,65.1,254.22
160,1.01,21.02,232.64
160,0.08,15.51,204.35
280,3.68,43.06,137.05
200,3.15,48.57,313.26
280,3.39,28.37,132.13
240,2.46,24.69,184.21
120,1.58,22.86,223.42
120,3.64,15.51,243.28
280,0.44,87.14,106.47
240,1.33,77.96,185.66
120,3.11,21.02,251.17
280,4.0,55.92,140.0
120,3.19,100.0,289.99
280,0.32,44.9,81.86
200,2.22,11.84,281.06
160,0.93,79.8,260.14
240,1.62,19.18,162.81
160,2.42,98.16,303.8
280,2.3,11.84,114.08
280,2.83,26.53,131.87
120,1.29,22.86,216.96
160,2.95,35.71,282.64
240,1.58,98.16,201.72
200,2.63,19.18,292.75
200,2.1,98.16,321.4
240,0.4,30.2,136.87
200,1.54,66.94,292.78
280,0.0,37.55,68.69
240,0.93,94.49,183.51
240,0.2,81.63,156.94
240,3.19,81.63,220.96
200,0.04,39.39,238.97
160,2.34,57.76,282.11
160,3.03,15.51,273.62
280,0.2,70.61,91.15
120,0.97,77.96,236.49
200,2.42,28.37,293.47
120,0.12,11.84,179.5
240,2.59,33.88,191.1
120,3.23,22.86,251.25
120,1.25,10.0,209.42
240,0.32,81.63,160.28
200,1.66,33.88,279.03
240,3.72,19.18,184.14
160,2.02,19.18,256.17
120,0.4,13.67,188.78
160,0.89,22.86,230.28
280,0.16,48.57,79.09
280,2.22,70.61,142.25
120,1.49,66.94,243.76
160,1.13,63.27,256.61
280,2.02,66.94,135.79
200,1.7,77.96,302.1
160,0.04,90.82,240.5
200,3.88,54.08,308.27
280,0.0,85.31,92.45
120,1.54,68.78,245.79
120,1.25,66.94,237.95
200,1.49,77.96,297.42
160,3.31,37.55,281.9
120,2.79,48.57,262.44
120,3.11,26.53,254.09
240,1.01,87.14,181.89
240,2.26,57.76,196.71
200,0.81,77.96,279.61
120,0.61,10.0,192.65
200,0.36,85.31,271.31
160,2.99,30.2,281.01
240,1.09,39.39,160.37
120,2.75,68.78,271.59
160,0.2,48.57,224.1
240,3.76,61.43,205.33
120,2.14,33.88,242.06
120,2.34,41.22,249.87
120,1.7,54.08,241.98
280,1.94,30.2,116.03
240,3.03,46.73,204.96
200,3.72,92.65,329.17
160,3.76,37.55,276.92
280,2.87,41.22,140.15
160,1.66,10.0,242.85
240,2.59,59.59,204.2
120,2.34,39.39,249.07
120,1.62,54.08,240.5
200,2.02,52.24,296.53
240,2.18,100.0,216.17
120,1.62,39.39,233.03
200,3.23,13.67,294.69
240,0.53,74.29,162.7
200,1.86,15.51,274.58
240,4.0,96.33,220.36
160,3.68,77.96,298.19
200,3.15,33.88,305.71
160,2.02,15.51,254.39
160,2.18,13.67,256.69
200,0.16,46.73,245.94
200,3.52,77.96,324.07
160,3.47,70.61,296.74
200,0.16,24.69,235.56
280,2.34,79.8,149.06
120,1.09,59.59,229.94
240,0.81,48.57,157.06
120,3.88,17.35,241.85
160,0.08,96.33,244.61
280,2.83,88.98,163.61
280,0.32,65.1,92.09
200,2.71,28.37,298.29
240,0.4,32.04,138.08
160,1.7,24.69,251.6
120,2.06,68.78,257.69
200,1.66,32.04,278.08
280,3.72,48.57,138.99
160,0.32,70.61,238.54
240,1.37,28.37,161.7
160,2.99,26.53,279.02
160,0.04,33.88,212.14
160,0.93,94.49,267.33
280,2.34,35.71,127.09
200,1.13,35.71,267.5
200,0.53,39.39,252.76
240,1.37,17.35,156.14
240,3.23,22.86,191.12
280,2.02,19.18,112.2
120,1.82,50.41,243.22
240,1.74,33.88,172.93
120,3.72,79.8,274.78
160,0.16,35.71,216.61
280,2.91,46.73,143.88
240,2.46,85.31,214.0
240,3.92,77.96,211.85
280,0.2,17.35,64.88
280,0.36,61.43,91.46
280,3.35,61.43,149.28
160,0.93,13.67,227.21
240,2.3,37.55,187.12
240,0.69,48.57,154.1
200,2.14,39.39,292.88
240,1.74,88.98,200.59
120,1.82,100.0,268.16
280,3.07,74.29,158.64
160,3.11,79.8,304.64
240,0.32,55.92,147.76
240,3.23,46.73,202.95
160,2.55,30.2,272.26
200,0.4,26.53,243.24
120,3.8,48.57,258.32
240,0.69,61.43,160.39
280,3.92,66.94,146.11
120,3.31,72.45,274.86
160,1.09,54.08,251.61
120,0.12,48.57,197.96
120,2.22,54.08,253.53
120,2.87,30.2,254.67
200,1.49,44.9,280.58
120,0.73,59.59,220.64
120,2.06,79.8,263.46
200,2.67,24.69,296.21
200,1.74,90.82,309.29
200,2.75,88.98,329.58
120,1.58,83.47,254.23
240,3.84,50.41,198.73
200,3.92,61.43,311.27
120,2.71,11.84,242.42
200,2.1,48.57,296.69
200,1.13,30.2,264.49
240,3.84,55.92,201.56
200,0.28,28.37,240.47
160,2.63,88.98,303.99
160,2.26,33.88,268.53
240,0.61,33.88,144.62
240,0.57,39.39,146.0
120,1.13,44.9,224.03
160,0.77,77.96,255.04
120,0.85,15.51,201.97
160,2.63,72.45,295.32
120,1.86,70.61,254.47
160,2.87,63.27,295.24
200,2.83,74.29,324.05
160,0.4,85.31,248.65
160,2.95,55.92,292.9
160,0.65,65.1,245.35
200,0.48,94.49,279.3
200,0.44,13.67,237.75
280,2.3,87.14,151.66
160,3.23,43.06,285.43
160,2.55,85.31,299.99
120,0.69,39.39,209.73
120,3.03,44.9,264.41
240,3.72,52.24,200.99
240,2.83,92.65,225.11
120,3.84,17.35,242.11
240,3.52,96.33,225.29
240,0.04,43.06,132.65
120,0.36,13.67,187.84
120,3.31,10.0,244.07
280,1.41,37.55,107.08
160,0.61,70.61,246.64
200,1.7,55.92,291.22
120,0.04,35.71,189.12
240,1.86,54.08,186.04
240,2.34,96.33,217.32
280,2.59,10.0,119.0
280,0.32,72.45,95.62
160,1.33,13.67,237.53
120,0.69,17.35,198.34
120,0.85,37.55,212.68
120,3.07,13.67,248.37
280,3.43,41.22,138.3
160,1.82,22.86,253.11
200,2.1,35.71,290.37
240,0.4,83.47,163.66
240,2.83,70.61,214.21
200,0.65,85.31,279.27
240,2.02,68.78,196.79
280,3.11,90.82,166.32
160,0.48,28.37,222.23
160,2.59,79.8,298.55
160,0.77,39.39,235.58
280,3.96,17.35,121.12
240,3.03,85.31,224.06
280,0.97,19.18,87.05
240,1.09,72.45,176.5
280,0.2,21.02,66.46
160,0.36,48.57,228.78
160,2.63,54.08,286.25
160,2.06,77.96,286.18
200,2.83,35.71,304.82
240,1.54,77.96,190.52
160,1.98,30.2,260.76
