Concentration,Temperature,Doping (mol%),Response
249.32,155.67,0,1.03
154.68,286.79,3,3.98
300.58,264.3,9,4.92
195.2,265.14,9,5.08
247.25,188.1,6,5.68
169.5,259.6,6,6.28
317.1,203.73,3,3.66
113.94,229.7,9,6.03
374.27,252.6,9,5.46
218.68,153.36,0,0.95
27.58,289.86,6,4.26
167.73,192.02,9,5.14
4.65,238.52,6,9.08
374.69,162.47,6,1.49
45.3,206.66,6,10.43
229.79,200.71,0,2.44
268.81,236.28,9,6.06
271.88,259.55,3,4.55
252.29,214.01,9,7.12
291.8,289.3,6,4.92
16.63,275.16,3,4.31
248.03,202.95,0,2.54
149.82,150,0,0.85
313.46,189.99,6,8.24
32.7,192.93,6,7.58
196.99,250.36,9,5.5
285.73,180.32,3,1.61
31.38,178.81,3,1.56
192.07,232.99,9,6
57.96,160.65,0,1.1
269,272.54,3,4.36
69.18,243.08,9,5.56
92.78,260.66,6,6.41
72.64,204.91,6,10.92
46.84,234.04,9,5.81
162.44,217.93,9,6.73
37.2,284.82,0,2.32
79.82,243.57,6,8.02
95.06,161.07,6,0.9
349.56,216.39,6,11.29
142.15,282.93,6,5.1
310.13,246.93,9,5.71
110.73,245.11,6,7.38
109.88,166.73,3,1.26
253.24,163.52,0,1.15
340.48,229.56,0,3.31
385.29,182.85,6,5.28
20.46,286.87,3,4.06
185.86,244.41,9,5.77
262.1,228.72,6,11.08
293.03,218.07,6,11.67
286.56,209.8,3,4.54
108.3,211,0,2.65
119.83,150.68,3,1.07
87.01,191.53,9,5.13
226.96,295.87,3,4.06
383.92,287.92,3,4.03
169.65,206.31,6,10.62
384.05,169.13,3,1.43
292.52,221.86,9,6.46
183.92,269.97,6,5.93
360.46,183.97,6,5.14
24.48,234.67,9,5.93
0.44,268.63,3,4.45
207.57,216.95,0,2.91
243.88,219.33,3,5.32
200.9,268.36,9,4.75
388.52,226.48,9,6.2
379.92,185.58,0,1.97
316.97,159.24,9,2.04
377.71,221.72,6,11.87
98.84,242.45,6,8.5
305.39,195.17,9,5.75
257.97,152.94,9,1.43
126.16,274.31,0,2.7
167.57,208.48,6,11.19
207.52,159.52,6,0.99
115.48,217.51,6,11.23
256.46,204.56,0,2.6
6.16,190.45,3,1.8
359.83,202.18,0,2.39
332.88,236.56,9,5.77
288.59,241.61,9,6.04
218.85,207.36,9,7.06
162.76,252.74,6,7.37
93.77,235.92,3,5.65
163.38,228.93,6,9.86
89.44,182.78,6,5.28
47.02,200.05,3,3.31
13.58,221.37,0,3.03
21.85,176.79,3,1.57
167.11,224.45,6,9.88
180.98,208.2,0,2.55
138.28,204.84,0,2.61
151.62,251.53,3,4.84
198.35,229.21,6,10.41
27.34,185.27,3,1.7
53.77,199.23,0,2.24
222.15,243.15,0,3.88
60.97,264.65,0,3.31
40.1,254.75,3,4.55
395.11,260.94,0,3.5
388.26,232.57,9,5.92
124.14,238.38,6,9.28
302.11,265.21,6,6.1
178.12,246.37,0,3.79
103.87,244.25,3,5.31
170.75,163.31,9,2.16
382.21,255.89,0,3.63
121.25,265.63,6,6.01
101.87,274.52,6,4.98
69.01,243.8,3,5.21
33.92,275.71,6,4.75
395.06,244.41,6,7.53
315.33,267.59,9,4.78
249.16,170.87,6,3.27
130.58,239.92,0,3.52
210.28,215.34,0,2.61
69.75,162.26,6,2.02
240.01,238.8,6,8.59
236.12,213.73,6,11.19
49.31,288.97,3,3.9
227.09,172.13,9,2.83
138.67,207.08,9,7.11
71.64,253.79,9,5.43
343.83,274.45,9,4.17
99.72,157.35,0,1.1
334.19,159.98,3,1.3
345.74,236.56,6,10.09
331.57,222.07,6,10.46
384.37,219.63,3,5.38
238.12,211.76,3,4.6
280.56,239.01,9,5.73
90.51,264.88,3,4.25
212.58,241.1,3,5.3
107.41,187.82,3,1.7
14.38,169.96,6,1.72
125.32,184.39,9,4.28
160.13,299.77,3,4
136.26,187.12,9,4.51
16.84,225.08,0,3.08
293.84,296.92,3,4.11
249.1,253.85,3,4.78
84.65,217.08,3,5.17
170.09,214.71,6,11.94
249.95,184.14,3,1.63
85.07,193.35,9,5.35
336.35,274.59,6,4.85
328.64,276.48,9,3.66
260.08,269.69,0,2.92
355.82,246.65,9,5.54
238.15,209.46,6,10.89
362.59,202.39,6,9.92
143.8,168.77,6,2.26
140.65,256.59,0,3.65
377.16,159.38,6,0.92
90.66,262.2,0,3.33
40.29,276.97,9,3.92
203.12,203.5,3,3.66
326.89,163.03,6,1.92
284.87,164.99,0,1.29
374.48,241.12,6,9.14
319.94,214.64,0,2.75
334.71,237.54,9,5.85
228.64,285.82,3,4.01
158.47,254.07,0,3.65
139.12,229.91,0,3.34
193.32,287.09,3,4.18
339.24,236.67,3,5.7
62.73,249.35,3,4.85
10.14,171.85,6,3.46
30.23,188.27,3,1.8
186.47,276.06,3,4.25
138.61,187.44,3,1.62
356.32,238.03,9,5.65
395.8,289.27,3,4.15
166.88,254.15,3,4.7
267.79,263.11,6,7.67
95.67,270.39,0,2.94
112.81,177.03,0,1.75
42.75,257.92,6,7.48
345.74,236.56,0,3.63
126.43,162.05,9,2.1
339.78,265.56,3,4.41
119.98,241.32,3,5.35
103.16,197.69,0,2.22
182.1,277.25,9,3.78
236.09,219.54,0,2.87
382.21,255.89,6,6.45
145.87,171.92,9,2.58
231.16,239.37,3,5.3
356.83,274.1,6,4.91
275.79,240.56,6,9.14
293.66,265.71,3,4.57
374.48,241.12,0,3.74
390.35,242.73,0,3.72
169.03,223.96,9,6.36
51.66,187.75,0,1.97
321.06,221.51,3,5.51
4.4,232.36,9,6.04
325.09,201.2,9,6.25
34.14,209.25,6,11.29
156.34,206.1,9,6.95
142.39,173.11,6,3.3
180.52,204.93,3,3.86
379.3,289.23,9,2.57
378.86,236.74,3,5.53
181.26,248.54,9,5.55
320.23,240.63,0,3.63
261.19,187.89,9,4.69
42.64,218.77,0,2.82
348.39,241.4,6,8.16
51.55,231.31,6,11.08
268.85,160.93,0,1.37
228.5,229.69,3,6.09
24.43,193.14,0,2.21
124.75,237.57,3,5.6
172.93,235.58,0,3.49
159.73,264.58,0,3.18
171.28,261.22,6,5.84
47.1,215.69,0,2.87
173.93,226.41,9,6.14
44.34,233.48,9,5.97
248.05,184.39,6,6.7
329.87,229.84,0,3.17
133.7,218.63,6,11.61
238.05,160.73,3,1.29
370.92,284.54,9,3.15
256.79,260.45,0,3.59
54.75,216.25,6,10.55
100.72,204.77,0,2.58
27.62,203.8,3,3.68
176.73,286.49,3,3.95
123.81,185.16,0,1.81
155.27,175.21,6,4.01
6.64,161.98,6,1.17
265.7,191.18,9,5.15
285.77,179.64,3,1.6
249.56,271.23,6,5.24
177.67,172.41,9,2.8
148.42,233.06,9,5.88
383.47,270.74,9,4.55
110.95,184.46,6,6.01
391.34,252.43,3,4.72
185.89,240.49,9,5.74
112.87,290,6,4.33
215.33,194.65,3,2.38
50.69,164.36,9,2.27
239.29,286.71,0,2.24
67.9,247.49,6,8.82
237.22,284.26,6,4.47
226.56,217.79,6,11.24
220.82,214.01,0,2.79
325.05,281.39,9,3.38
221.74,172.83,0,1.7
35.65,265.14,6,5.36
294.94,273.68,0,3.07
387.96,250.85,0,4.02
326.38,279.63,0,2.79
47.95,159.24,6,0.84
128.48,206.45,9,6.89
320.61,243.5,9,5.64
120.35,160.02,0,1.17
285.76,246.44,9,5.64
7.15,225.15,6,10.03
285.89,267.88,3,4.23
46.35,155.53,6,0.26
94.99,234.19,3,5.81
233.36,205.05,0,2.63
272.93,173.46,9,2.97
118.85,217.72,0,3.07
273.89,185.3,0,1.89
174.74,289.23,6,4.38
19.28,252.6,0,3.93
7.65,200.65,3,3.16
180.34,206.59,0,2.72
343,231.52,9,5.98
395.06,244.41,0,3.64
337.33,204.63,3,3.72
78.1,180.92,3,1.51
318.97,230.26,0,3.1
346.22,263.76,3,4.61
192.54,272.21,6,5.46
264.79,211.91,3,4.79
191.98,238.73,0,3.46
119.49,288.25,0,2.27
22.47,196.22,3,2.65
86.3,158.55,3,1.19
280.47,181.29,3,1.68
114.9,224.87,0,3.11
212.75,271.94,3,4.38
187.16,227.95,9,6.1
70.97,202.39,9,6.47
69.03,284.19,9,3.14
263.99,162.96,6,2.03
117.26,212.75,0,2.75
297.73,252.81,9,5.34
132.36,155.74,0,1.15
398.87,206.5,3,4.13
45.42,188.24,0,2.1
10.48,287.9,0,2.4
196.91,246.16,0,3.68
203.77,270.88,6,5.17
302.22,157.49,6,1.38
325.12,181.1,0,1.7
47.27,176.61,6,3.64
146.96,229.99,3,5.87
147.32,283.98,0,2.49
140.25,240.14,6,9.03
72.46,257.57,6,6.89
52.35,247.14,6,8.64
210.82,271.3,6,5.4
151.91,254.91,0,3.86
175.65,201.69,0,2.62
375.63,223.68,6,11.07
149.82,150,6,1.75
366.91,267.66,3,4.2
355.08,179.9,0,1.87
7.68,272.28,0,3.01
238.01,208.34,9,6.98
287.11,248.82,9,5.55
126.31,276.59,3,4.22
230.68,213.86,3,4.73
322.4,258.27,0,3.49
91.67,171.22,9,2.78
398.25,217.16,3,5.1
72.75,191.46,6,8.01
323.19,178.08,9,3.72
119.02,281.53,6,4.02
28.46,175.14,3,1.56
252.91,208.76,0,2.64
66.81,226.13,0,3.13
319.76,192.79,6,8.08
58.57,251.15,3,4.63
167.44,226.16,3,5.73
236.51,207.15,0,2.64
122.3,272.39,3,4.18
356.11,184.25,0,2.02
122.5,271.16,0,2.93
75.68,213.38,9,7.33
192.61,237.61,0,3.59
275.11,248.4,9,5.53
67.73,238.73,9,5.78
203.34,281.46,6,4.76
38.85,196.57,9,5.74
349.33,281.74,6,5.67
308.9,154.9,0,1.01
169.69,181.66,6,4.77
102.31,276.13,9,3.9
234.14,248.61,6,7.51
126.1,272.69,3,4.22
237.44,195.24,6,7.36
351.42,183.9,9,4.37
209.24,183.55,0,2.02
78.72,193.21,9,5.34
296.31,168.56,0,1.32
295.21,217.16,0,2.92
87.69,242.66,6,8.69
339.72,258.97,9,5.1
251,224.17,0,3.02
319.51,223.75,6,10.95
290.39,280.9,6,4.68
100.71,159.87,0,1.28
397.96,227.32,6,10.98
106.24,228.3,0,3.18
120.39,233.2,6,9.97
284.58,258.34,9,5.31
265.01,153.15,6,0.94
360.28,244.97,0,3.74
92.89,202.11,0,2.51
96.62,237.75,9,5.78
243.09,226.48,6,10.89
232.07,255.47,0,3.8
256.39,275.99,3,4.17
341.2,167.44,6,2.47
263.38,230.33,0,3.07
50.82,170.59,0,1.55
15.67,220.32,9,6.66
13.15,215.34,9,7.06
380.6,193.52,3,2.31
118.91,260.31,3,4.66
369,205.96,6,10.8
308.9,154.9,6,1.44
135.78,241.61,6,9.12
290.87,244.06,0,3.88
108.86,219.47,6,11.04
131.5,190.83,6,8.75
347.22,267.1,0,3.11
3.62,191.95,3,2.02
189.28,236.63,6,8.96
88.31,235.09,6,10.07
238.15,209.46,0,2.63
118.92,188.42,3,1.75
65.46,201.06,6,9.59
250.93,231.12,3,5.9
217.74,274.86,3,4.36
122.59,225.94,3,5.9
230.24,294.9,3,4.05
373.28,236.29,3,5.52
232.24,208.69,0,2.76
173.61,286.5,6,4.71
243.1,158.7,3,1.21
360.71,205.53,3,3.71
331.93,267.31,9,4.83
183.7,154.9,9,1.32
42.79,232.43,6,9.74
121.87,267.31,0,3.1
383.23,283.49,6,4.02
35.35,212.28,3,4.54
260.66,158.93,3,1.3
251.08,202.67,6,9.79
296.18,264.16,9,5.01
152,260.1,9,5.18
347.28,283.28,9,3.19
99.98,197.65,3,2.67
149.95,182.57,6,5.38
376.59,175.49,6,4.15
119.85,205.96,9,6.68
316.14,225.57,9,6.18
387.86,217.65,9,6.73
283.98,220.74,9,6.65
198.9,159.94,6,0.61
285.9,221.93,9,6.24
25.03,224.36,3,5.37
334.85,215.73,3,4.88
378.45,210.86,6,12.26
257.43,242.1,6,7.86
172.93,235.58,6,9.7
323.29,150.3,3,0.98
211.57,223.61,0,3.08
201.03,268.43,6,5.38
262.1,228.72,0,3.33
155.65,178.5,9,3.46
296.69,229.56,9,5.99
142.44,196.22,0,2.23
248.05,184.39,0,2.08
261.7,230.26,9,6.09
103.92,232.15,6,9.8
367.57,279.84,0,2.71
210.28,215.34,6,10.23
288.9,204.42,6,10.44
154.91,278.69,3,4.16
191.33,181.38,9,3.98
257.04,199.93,9,6.16
337.97,182.01,9,3.99
325.95,170.52,9,2.62
384.6,236.14,3,5.79
319.02,238.31,0,3.54
25.01,193.07,3,2.3
157.79,273.89,0,2.9
179.91,271.58,0,2.83
243.83,160.23,6,0.81
37.97,214.01,3,4.92
107.52,298.72,3,3.94
318.92,204.21,0,2.59
165.05,284.4,6,4.54
103.16,215.06,6,11.3
180.55,234.81,6,9.14
396.04,237.49,3,5.69
122.91,193,9,5.17
289.35,150.14,9,1.3
84.32,222.86,3,5.4
20.73,199.09,0,2.48
141.34,184.67,6,6.3
40.95,195.87,9,5.76
78.99,279.35,0,2.54
78.32,175.77,0,1.68
348.58,158.05,6,1.46
277.58,204.63,6,10.69
88.84,159.17,6,1.4
240.21,216.53,0,2.84
276,263.81,6,6.55
398.29,218,9,6.77
125.16,189.32,3,1.71
197.05,181.87,0,1.78
72.23,221.16,6,10.72
17.63,288.14,3,3.84
291.18,289.09,6,5.07
272.04,190.3,3,1.8
373.75,206.45,0,2.62
295,276.13,6,5.08
109.66,261.78,6,6.51
324.93,234.46,9,5.77
9.93,244.06,9,5.5
189.39,173.88,6,3.58
215.99,232.29,0,3.26
67.95,208.83,3,4.4
78.39,153.99,6,1.12
167.85,255.73,3,4.63
98.94,187.61,0,1.99
50.22,161.56,3,1.32
195.77,220.67,0,2.91
8.37,276.51,3,4.16
10.61,213.1,0,2.74
39.98,284.12,9,3.23
367.01,251.9,9,5.42
72.49,200.5,6,9.01
218.01,280.48,0,2.41
209.23,201.34,0,2.27
159.73,292.2,3,3.96
269.04,250.99,6,7.47
5.5,192.7,3,2.13
270.9,199.65,9,6.14
367.57,279.84,6,5.43
90.71,286.27,3,3.84
217.08,154.55,0,1.09
114.96,159.53,3,1.18
134.8,247.63,0,3.87
315.88,242.94,0,3.7
353.15,287.83,9,2.81
295.94,157.14,9,1.67
104.91,218.28,0,2.72
387.1,223.54,3,5.59
20.67,171.01,0,1.45
385.11,164.26,3,1.31
154.93,235.47,3,5.74
396.47,226.2,6,10.43
164.78,202.45,3,3.46
259.52,264.23,9,4.98
177.02,195.47,3,2.46
319.32,169.33,6,2.68
143.43,172.59,3,1.48
85.75,194.82,9,5.44
126.46,249.45,0,4.03
20.71,268.78,9,4.7
370.85,229.54,3,6.04
364.25,273.12,9,4.36
45.41,278.37,9,3.89
235.97,189.57,0,2.05
70.61,288.95,9,2.54
338.05,230.22,3,6.02
335.33,186.7,0,1.92
3.68,164.36,0,1.21
26.89,243.27,3,5.1
368.87,243.78,9,5.65
161.15,151.2,3,0.93
355.5,228.44,0,3.27
327.23,288.04,9,2.64
84.58,194.96,6,8.51
55.71,202.81,6,9.83
105.62,211.16,3,4.44
44.19,224.73,0,3.18
325.58,264.72,9,4.95
76.75,262.06,6,6.08
186,221.96,3,5.44
284.01,221.58,9,6.38
289.07,179.9,9,3.56
158.87,212.54,6,11.9
321.73,251.13,9,5.5
183.87,166.88,3,1.53
101.34,161.91,9,1.99
194.67,244.83,0,3.74
293.23,282.72,6,4.64
360.46,183.97,0,1.78
255.08,192.17,3,2.18
123.17,250.57,0,3.95
229.5,176.12,9,3.18
59.72,162.68,9,2.01
158.37,277.04,3,4.06
145.06,212.54,9,7.15
231.73,228.41,3,5.97
277.05,251.27,0,3.88
235.97,189.57,6,7.09
398.9,221.59,3,5.36
200.23,287.76,9,2.64
350.88,201.48,0,2.49
385.48,278.86,9,3.7
350.88,201.48,6,10.3
359.81,268.99,9,4.73
238.43,241.4,3,5.23
274.23,237.82,6,9.7
287.25,255.82,6,6.72
254.91,262.34,9,4.91
230.14,264.58,3,4.59
198.58,289.16,0,2.29
237.92,282.44,9,3.37
285.9,247.55,3,4.88
95.15,277.39,9,3.9
147.2,216.11,9,6.81
219.81,268.99,6,5.67
7.02,162.01,3,1.2
320.88,154.69,6,1.76
382.6,276.06,6,6.06
358.95,221.74,3,5.41
294.97,275.43,0,2.79
260.67,236.42,0,3.38
378.45,210.86,0,2.92
175.04,274.45,0,2.82
40.45,180.33,6,5.3
85.98,218.14,6,10.92
50.42,151.05,9,1.29
241.26,217.3,0,3.02
74.44,288.67,6,4.22
256.81,164.01,0,1.33
382.72,157.35,3,1.18
260.27,273.89,9,4.19
11.51,189.01,0,2.03
372.81,232.85,0,3.16
5.05,247.63,9,5.55
363.16,168.98,3,1.58
142.2,284.68,0,2.44
311.95,163.94,6,1.21
20.52,258.43,3,4.52
210.07,257.78,6,5.17
10.28,273.66,3,4.36
68.36,197.76,6,9.03
296.45,200.64,6,10.27
63.56,289.44,0,2.3
164.91,277.26,3,4.09
232.87,233.41,0,3.2
48.14,163.8,9,1.97
121.37,170.66,9,2.47
394.48,184.95,6,5.41
127.02,236.59,3,5.77
222.72,167.86,0,1.38
154.24,217.16,9,6.78
280.7,276.21,3,4.12
246.77,231.94,0,3.35
202.49,248.05,9,5.49
35.4,153.92,0,0.85
171.61,231.1,9,6.02
47.84,156.3,6,1.31
2.71,275.43,9,4.05
278.41,227.6,0,3.08
208.12,188.38,6,7.17
40.42,270.67,0,3.03
349.77,177.8,9,3.38
59.34,249.66,6,7.12
32.74,222.84,9,6.54
73.94,153.43,0,0.74
238.03,218.35,6,11.01
249.43,265.07,0,3.29
258.99,282.02,9,3.32
104.09,196.75,3,2.85
225.53,184.25,9,4.32
128.07,268.29,9,4.69
304.45,281.88,6,4.56
98.94,169.66,3,1.17
122.5,271.16,6,5.3
95.02,245.88,0,3.75
108.54,154.27,6,1.17
165.42,257.43,6,6.41
380.99,170.59,9,2.69
16.6,154.55,9,1.45
189.27,193.14,9,5.29
313.76,285.22,3,4
156.98,201.55,6,10.2
39.14,288.81,9,2.6
321.39,176.96,0,1.72
74.8,198.6,9,5.88
219.18,273.19,6,5.94
9.58,297,3,4.02
238.03,218.35,0,2.86
172.81,186.62,3,1.92
216.51,288.29,3,4.03
83.53,280.12,3,4.23
107.23,213.8,0,2.82
109.3,235.37,0,3.63
385.4,160.96,3,1.15
302.47,264.16,6,6.22
222.05,299.02,3,4.07
138.32,252.73,3,4.64
58.07,188.24,9,4.61
237.28,153.57,9,1.42
116.25,226.9,9,6.18
335.56,206.8,0,2.56
299.34,199.45,3,3.06
328.2,284.62,3,4.1
26.98,256.17,9,5.24
167.3,185.79,0,1.97
99.49,247.84,0,3.82
150.23,169.75,6,3.45
12.04,236.07,3,5.49
311.94,239.08,0,3.45
374.51,195.62,3,2.38
331.9,170.1,9,2.48
106.44,212.68,9,7.19
237.79,260.8,0,3.36
237.51,294.82,3,3.88
285.43,228.79,9,5.91
312.53,164.78,3,1.38
333.97,215.2,0,3.02
244.69,172.9,0,1.67
322.73,177.24,6,3.92
87.07,207.48,3,4.16
233.46,184.74,6,5.53
259.85,165.27,6,1.71
172.12,237.89,0,3.39
155.27,165.16,3,1.49
325.19,255.75,0,3.6
333.97,215.2,6,12.28
195,177.31,9,3.42
48.75,257.5,6,5.84
293.75,280.04,3,4.12
294.97,275.43,6,5.2
288.9,204.42,0,2.51
263.24,278.09,3,4.37
252.73,232.08,6,9.89
246.66,237.47,6,8.35
195.14,273.05,6,5.77
130.81,253.23,0,3.76
364.29,186.98,9,4.79
73.34,272.49,9,4.23
100.9,279.91,6,4.59
399.56,214.08,3,4.95
344.81,268.01,6,6.25
148.66,175.42,9,3.15
326.64,201.62,6,10.58
171.02,156.79,6,1.4
147.11,161.21,0,1.09
200.05,202.38,3,3.56
170.04,283.91,9,3.22
178.4,219.96,0,3.01
10.32,268.78,0,2.96
53.28,272.76,3,4.16
332.93,239.64,9,5.66
204.72,258.83,9,4.99
270.61,252.04,0,3.94
156.36,260.73,0,3.58
273.55,246.87,3,5.24
228.31,196.15,6,8.85
0.89,190.97,9,5.05
397.66,263.18,6,6.22
207.42,289.04,3,4.11
85.24,236.28,6,9.24
195.3,273.47,0,2.7
283.62,241.33,0,3.71
341.08,280.34,9,3.52
398.68,270.95,6,5.84
4.41,272.07,0,3.03
70.86,251.2,0,3.87
5.54,299.92,3,3.98
269.46,199.75,3,3.06
256.46,204.56,6,10.9
290.1,244.76,6,8.55
327.87,273.68,9,4.35
304.12,272.42,0,2.92
229.38,178.92,6,5.24
92.89,202.11,6,10.44
124.52,257.15,6,6.74
38.29,260.31,6,6.33
82.5,203.2,3,3.75
209.26,256.87,9,5.25
152.4,246.2,3,5.1
393.87,280.55,6,5.55
141.85,224.8,6,10.48
392.95,197.27,0,2.24
108.02,204.35,9,6.66
18.58,152.03,6,1.2
264.71,248,3,4.92
247.8,254.77,6,7.97
152.08,255.33,6,6.79
272.63,247.49,9,5.63
9.73,166.6,0,1.4
20.79,241.19,0,3.63
51.36,261.5,6,6.45
35.43,256.1,9,5.41
273.69,152.66,0,0.76
110.37,264.73,3,4.32
234.24,274.79,3,4.17
198.87,251.55,6,7.47
92.34,282.65,9,3.32
324.42,284.68,9,3.17
214.33,263.95,0,3.43
165.65,271.79,6,6.23
263.38,230.33,6,9.34
342.28,212.4,6,11.57
96.96,198.53,0,2.42
349.47,224.24,0,3.13
259.92,269.83,3,4.51
27.95,199.02,9,5.71
65.46,201.06,0,2.35
147.57,193.77,0,2.16
288.83,284.12,6,4.51
352.35,231.03,0,3.47
180.93,242.03,0,3.68
259.51,279.21,3,4.24
199.56,239.57,6,8.7
210.98,196.78,9,5.72
114.28,229.46,3,5.92
213.05,194.54,6,8.95
308.37,236.98,0,3.42
145.93,275.91,3,4.31
206.15,212.47,9,7.2
108.73,176.19,9,3.32
189.38,260.24,9,5.02
25.84,193.98,9,5.49
32.07,281.84,3,4.22
390.94,151.33,9,1.26
358.89,163.38,6,2.15
36.59,228.16,6,11.53
96.81,192.25,3,2.07
180.82,248.61,9,5.37
61.34,205.33,0,2.6
52.03,214.76,3,5.04
112.02,272,9,4.37
32.49,261.36,3,4.54
392.55,222.49,9,6.54
43.49,270.53,9,4.49
171.86,288.46,6,5.18
273.3,229.42,6,10.05
366.99,165.46,3,1.44
380.16,184.18,6,6.75
262.55,215.69,9,6.96
92.81,215.28,3,4.88
75.25,184.53,6,5.56
101.99,213.73,9,6.93
82.13,187.67,3,1.63
278.95,247,9,5.78
78.07,227.14,3,5.85
148.87,278.86,0,2.63
129.47,198.32,0,2.31
156.36,260.73,6,6.88
355.26,202.95,9,6.35
306.88,223.96,6,10.78
57.31,267.81,3,4.43
158.91,204.14,0,2.62
63.56,289.44,6,5.08
325.83,201.2,0,2.34
327.55,166.95,9,2.22
363.14,210.33,3,4.48
78.99,279.35,6,4.52
302.11,265.21,0,3.28
44.48,181.8,0,1.8
76.92,191.88,6,7.66
102.56,235.09,9,5.98
397.96,227.32,0,3.24
34.86,225.15,9,6.16
62.46,211.28,6,12.17
314.26,287.2,6,4.84
324.45,165.01,3,1.41
119.41,169.47,9,2.42
140.05,226.97,0,3.16
302.03,162.89,9,1.99
132.81,231.31,9,5.94
280.79,169.47,0,1.49
94.75,259.32,0,3.46
320.03,282.51,6,4.61
211.08,183.2,6,6.48
47.76,180.26,9,3.88
18.09,186,6,6.08
16.67,275.64,6,5.24
16.97,179.34,3,1.69
210.04,201.55,9,6.42
223.11,263.32,6,5.84
25.68,238.1,6,8.69
101.38,236.14,9,5.85
247.76,262.18,3,4.7
244.25,198.67,0,2.33
205.69,151.89,0,0.9
368.34,237.4,6,9.26
263.14,252.46,6,6.78
361.66,189.78,0,1.91
98.73,154.8,3,1.2
64.03,281.95,0,2.52
331.5,154.34,0,0.84
96.82,239.36,6,10.04
344.04,234.6,9,5.92
71.75,186.92,3,1.76
393.94,178.44,3,1.55
63.85,173.18,9,2.88
26.28,210.16,6,11.53
41.86,175.21,9,3.18
54.14,289.58,0,2.29
95.27,212.12,6,11.13
99.87,230.74,3,5.8
225.36,215.88,3,4.94
376.31,175.29,3,1.55
318.2,210.44,9,7.26
57.48,180.75,9,3.76
308.03,280.9,9,3.52
183.37,226.24,3,5.65
131.27,245.67,3,5.07
28.5,275.92,0,2.87
289.66,264.09,9,4.77
340.87,188.59,6,6.96
347.31,243.99,0,3.8
107.23,213.8,6,11.45
251.13,178.92,9,3.61
137.06,224.66,3,5.57
72.31,298.65,3,3.86
86.33,170.8,6,3
117.32,162.08,3,1.38
121.87,267.31,6,5.55
123.6,211.14,9,7.1
182.97,188.17,9,4.83
278.66,205.89,6,10.79
340.23,262.56,3,4.56
245.18,279.07,0,2.65
255.41,235.79,6,9.29
32.7,192.93,0,2.08
260.49,252.32,0,3.76
344.88,226.61,3,5.69
7.15,225.15,0,2.95
27.74,258.9,9,5.23
283.07,286.08,0,2.32
253.48,268.93,3,4.4
2.59,296.7,3,4.14
278.99,230.68,0,3.16
341.69,174.44,9,3.17
201.23,152.55,3,1.15
72.73,150.98,6,0.55
233.49,208.15,3,4.09
53.61,188.94,0,2.02
42.75,261.71,9,5.01
158.8,260.91,3,4.44
232.82,226.97,9,6.21
158.47,254.07,6,6.31
210.57,166.46,9,2.31
108.8,252.28,3,4.65
69.03,222.91,9,6.4
251.16,192.86,0,2.21
232.26,255.96,9,5.29
214.96,207.71,0,2.59
198.07,152.87,0,0.92
397.93,168.08,3,1.44
108.54,154.27,0,0.93
218.25,175.42,0,1.7
314.95,195.02,3,2.55
280.39,180.47,0,1.82
207.91,247.56,6,7.87
308.93,171.71,9,2.73
39.78,212.19,0,2.81
321.72,161.49,9,1.97
141.77,198.47,3,2.67
39.67,282.37,0,2.56
244.39,258.97,0,3.64
8.85,234.18,0,3.38
171.62,264.66,3,4.38
224.57,218.28,9,6.78
231.05,245.07,3,5.01
227.25,271.44,9,4.45
319.66,292.5,3,3.97
258.37,196.08,6,9.01
263.51,220.39,0,3
143.53,201.41,0,2.55
78,227.11,9,6.27
217.79,164.18,3,1.2
216.45,285.52,3,4.09
40.39,223.16,3,5.3
217.42,202.32,0,2.39
86.95,265.07,9,4.9
208.03,153.29,0,1.02
393.56,279.49,9,3.77
302.05,189.08,0,2.11
300.11,231.19,3,5.9
274.18,185.57,3,1.9
125.58,271.02,9,4.54
168.57,213.31,0,2.8
384.43,209.04,6,11.32
345.95,177.73,9,3.73
74.63,158.19,6,0.73
130.08,247,0,3.91
161.39,188.87,6,6.9
178.69,238.84,3,5.37
201.87,179.41,9,3.58
211.57,223.61,6,11.03
357.93,241.82,6,8.96
40.45,180.33,0,1.88
254.18,216.46,9,6.9
295.6,260.73,9,5.03
260.35,262.83,6,5.32
165.05,177.38,0,1.77
2.13,207.7,3,4.37
236.71,253.37,9,5.42
364.54,276.44,3,4.32
44.6,159.75,3,1.09
120.3,278.23,9,3.75
56.05,214.36,0,2.83
392.47,232.01,0,3.31
347.26,251.13,0,3.98
186.23,166.18,9,2.24
242.84,260.52,6,5.96
176.61,179.83,6,4.34
389.92,243.43,6,8.41
248.52,184.97,3,1.79
241.79,168.56,9,2.54
52.28,271.44,6,5.8
243.09,226.48,0,3.18
356.83,274.1,0,2.77
232.87,233.41,6,9
159.04,235.86,6,9.37
94.42,247.35,6,8.06
96.6,214.53,3,4.86
383.43,262.27,9,4.88
68.78,238.94,9,5.88
