Concentration,Temperature,Dose(mol%),Response
121.91,303.3,1,13.14
67.98,81.29,0,2.77
172.69,194.82,1,22.05
155.44,95.02,3,122.34
97.49,295.0,1,8.64
105.45,56.05,1,10.41
197.81,119.49,1,24.65
163.49,144.56,0,9.58
44.87,6.31,12,23.26
117.01,211.57,3,98.23
109.83,198.5,0,5.7
77.0,358.72,1,6.5
78.66,32.7,3,77.8
55.12,159.4,3,66.72
87.86,49.72,3,84.47
147.21,172.36,3,113.3
176.89,188.38,0,9.56
99.94,14.62,1,8.78
46.27,148.06,3,63.3
153.16,399.77,1,19.55
172.42,270.96,0,9.6
101.43,163.49,3,90.99
139.68,32.05,3,110.52
38.39,74.47,12,22.86
51.35,212.54,3,64.58
36.73,346.91,12,21.62
143.01,395.06,1,17.36
100.03,188.83,1,9.44
92.06,304.98,3,87.48
39.09,50.86,12,21.65
82.08,222.63,12,31.07
148.87,226.47,0,8.15
41.72,362.88,0,1.99
161.48,360.01,3,128.94
62.82,145.72,12,26.91
62.12,149.88,12,26.64
31.13,308.9,1,2.25
123.66,32.46,0,6.96
43.12,365.21,12,23.43
36.73,287.74,0,1.61
181.88,237.94,0,9.86
43.38,301.58,0,1.53
140.38,32.65,1,17.19
186.96,346.82,12,50.28
138.37,80.06,3,109.43
163.14,140.02,12,48.18
168.48,83.02,0,9.38
164.63,231.35,3,130.61
116.66,9.76,1,11.81
187.83,310.58,1,23.52
125.24,147.38,0,6.82
192.47,391.34,0,9.83
127.08,11.02,12,42.47
61.77,316.63,3,75.24
151.85,273.3,3,119.89
152.29,82.31,12,46.94
79.01,110.75,1,6.62
96.87,1.85,3,93.07
176.19,165.27,12,49.96
118.67,282.65,0,5.85
79.45,173.53,0,3.65
88.73,15.08,12,32.12
52.75,290.11,12,24.9
144.32,252.62,1,17.83
116.83,105.71,0,6.46
67.55,193.36,0,2.84
123.49,242.69,0,6.78
163.32,193.27,0,9.63
112.02,253.8,12,38.81
138.54,29.64,0,7.27
124.27,273.3,3,99.28
45.22,201.05,1,2.8
111.06,30.06,1,11.43
115.78,392.15,0,6.08
186.17,172.83,3,150.4
28.85,154.16,12,19.97
160.34,33.09,0,9.05
185.73,373.02,0,10.28
138.98,20.79,3,109.72
149.05,48.84,1,19.44
140.82,87.69,3,112.36
50.13,69.95,12,23.98
97.75,180.98,3,88.9
178.29,86.08,3,147.64
56.17,360.98,0,2.29
119.11,171.11,3,97.13
149.4,129.3,12,47.05
42.77,16.81,0,1.5
52.23,349.69,0,2.77
42.86,200.76,12,23.24
198.69,53.39,3,168.59
176.63,210.82,1,22.37
55.47,149.85,3,66.41
178.55,260.54,12,49.66
34.02,381.46,12,21.75
194.83,23.42,1,24.5
190.2,359.33,12,50.72
129.26,365.52,0,7.16
198.95,180.02,0,10.04
191.07,345.37,12,50.76
101.78,396.86,12,35.72
134.78,274.23,1,16.95
141.78,356.16,0,8.18
61.07,194.24,0,2.29
103.96,0.0,0,5.05
62.64,57.2,1,3.72
198.07,171.86,3,167.97
65.97,89.44,1,4.42
180.92,385.49,12,50.53
67.11,236.81,12,27.9
152.55,185.69,12,48.07
80.5,285.22,0,4.2
89.52,326.64,3,88.1
103.79,51.15,0,5.19
64.04,103.73,0,2.86
171.81,161.19,3,142.85
44.96,356.82,1,2.32
177.76,192.54,3,146.24
131.54,0.8,0,6.94
50.48,14.94,1,2.71
110.71,238.74,1,11.76
40.41,276.38,3,56.2
154.65,229.04,0,7.75
63.96,378.9,3,73.6
185.03,319.49,1,23.23
118.23,295.03,1,12.36
38.31,57.96,1,2.05
90.92,133.96,3,89.02
38.74,304.65,1,2.64
156.23,226.94,12,48.43
159.2,119.75,0,8.41
76.39,273.05,0,3.39
84.09,392.95,1,6.58
178.11,54.84,3,148.12
160.52,207.03,12,48.03
52.4,385.06,1,3.58
194.92,359.19,0,10.51
143.62,30.79,0,7.83
155.09,158.47,3,120.25
117.8,118.92,0,6.26
169.97,136.16,0,9.31
107.38,30.52,12,37.4
62.64,241.18,0,2.87
82.08,234.74,1,6.56
186.43,377.23,1,23.51
184.15,328.28,0,9.74
97.14,128.67,0,4.74
142.57,62.59,0,8.18
157.45,7.29,3,121.72
129.7,313.07,12,43.98
55.9,380.42,12,25.26
196.85,332.55,12,51.15
183.45,83.25,12,50.78
101.95,88.79,1,10.19
71.31,345.89,3,74.27
125.33,358.14,0,6.47
197.29,235.34,0,10.78
110.44,238.03,3,94.44
103.09,332.09,3,95.12
104.31,290.28,12,35.26
84.88,371.75,3,81.09
64.31,33.4,3,70.32
165.68,320.14,3,136.93
51.09,43.21,0,2.38
94.42,175.72,12,33.32
138.28,320.23,3,109.73
55.2,198.07,12,24.19
70.96,187.48,1,4.35
69.65,245.37,3,75.76
168.48,370.8,3,134.35
80.68,213.05,3,82.83
75.08,128.6,0,3.28
167.0,224.92,3,136.83
167.0,349.91,12,49.08
193.43,396.13,0,10.03
97.75,157.45,12,34.27
49.42,318.32,1,2.68
168.22,71.8,12,49.07
111.41,201.92,0,5.76
179.95,218.68,0,10.02
96.79,370.48,0,4.65
122.61,232.03,1,14.0
167.43,348.27,0,9.42
167.35,80.37,1,21.15
69.82,313.59,12,27.96
40.23,258.07,3,56.57
92.85,173.13,0,4.39
86.37,20.73,1,7.82
131.63,287.5,0,6.88
98.45,252.91,1,8.88
186.69,372.44,12,51.03
89.96,299.04,3,85.13
82.34,51.03,1,6.76
100.11,225.94,1,8.95
181.88,204.89,3,149.56
166.82,186.08,3,135.05
126.2,63.44,3,99.49
95.3,384.05,0,4.33
39.88,271.03,3,53.91
198.51,183.27,3,165.26
85.76,45.93,3,85.21
121.91,179.58,12,40.96
61.59,269.01,3,73.39
192.21,122.24,3,163.67
85.23,197.15,0,4.21
150.98,269.37,1,19.97
70.44,60.17,1,5.56
130.05,221.35,0,7.05
146.86,67.9,1,19.85
30.6,44.52,12,22.06
91.36,357.56,3,85.44
102.21,7.88,3,91.73
125.33,318.97,1,13.82
195.71,93.87,12,51.14
135.48,124.14,1,16.75
125.59,181.74,0,6.43
180.39,154.58,12,50.91
155.27,155.42,3,120.21
195.8,333.98,0,9.9
120.77,75.42,0,6.11
117.97,307.31,3,100.05
129.0,120.39,1,15.41
126.2,63.44,1,14.21
107.99,327.11,12,36.61
198.07,171.86,1,25.17
52.84,62.57,3,67.12
59.32,24.31,12,25.38
122.87,292.89,12,41.77
135.31,81.73,0,7.27
115.35,226.35,12,39.34
107.29,106.13,0,5.74
53.54,221.74,3,69.16
80.68,288.34,12,30.38
91.71,99.4,3,92.48
143.36,375.64,12,46.71
190.37,396.72,1,23.85
27.28,122.83,12,20.42
176.8,52.28,1,22.79
39.88,274.53,0,2.1
171.55,243.33,0,9.36
73.5,350.66,1,5.7
114.82,344.82,3,96.82
116.05,215.8,1,13.32
152.11,347.56,3,120.6
132.85,85.24,1,15.89
104.93,163.76,1,10.99
197.46,389.52,0,10.06
54.15,46.43,1,3.03
47.76,189.06,12,23.47
27.54,83.53,12,21.06
140.3,2.13,0,7.37
157.54,78.31,1,20.27
176.71,200.61,0,9.64
100.46,209.76,3,95.24
196.76,338.4,12,50.44
174.61,260.08,1,21.67
104.75,0.59,0,5.38
74.55,156.9,1,4.63
26.58,172.78,3,41.63
59.32,148.81,3,67.2
106.94,7.36,1,10.11
54.06,241.52,0,1.85
86.81,48.08,0,4.13
137.14,143.72,12,44.89
109.48,142.27,3,97.91
25.18,362.5,0,1.27
70.26,104.92,12,27.6
199.82,52.59,12,51.05
184.15,53.44,12,50.84
134.95,276.83,0,7.06
28.15,121.85,3,45.32
35.16,26.38,12,22.88
97.4,33.31,12,33.88
37.96,20.59,3,54.96
98.01,146.42,12,35.53
41.55,96.74,1,1.77
157.89,28.41,0,9.09
69.56,357.24,0,2.66
100.99,113.0,0,5.18
39.36,36.12,1,2.91
169.01,314.84,12,49.25
193.43,317.68,1,25.23
151.41,392.45,0,8.55
137.23,223.86,1,17.2
164.72,109.66,1,21.4
45.14,317.92,1,2.32
183.37,21.11,0,10.08
171.99,381.9,12,50.76
148.26,115.33,12,47.65
100.46,209.76,1,10.07
166.82,153.43,12,48.78
29.9,184.92,0,1.43
169.97,221.52,3,138.31
93.81,384.25,0,4.31
72.71,143.27,3,75.22
79.36,83.74,1,6.55
49.16,39.84,12,24.18
83.83,32.09,1,6.76
165.68,320.14,1,22.01
35.68,386.85,0,1.68
124.89,139.12,1,14.96
67.9,182.26,3,74.29
84.7,68.36,1,6.8
83.65,353.47,12,29.71
48.11,350.95,1,2.69
88.21,26.6,3,82.7
179.16,337.74,3,148.65
134.87,172.12,1,15.75
75.25,344.95,3,79.8
158.15,187.64,0,7.97
25.88,8.23,3,41.88
124.8,329.87,1,14.11
150.8,281.87,1,20.39
116.05,215.8,3,100.5
91.45,315.44,3,88.61
29.46,310.05,3,45.34
31.74,29.62,1,1.95
169.88,374.78,3,137.29
105.72,101.53,12,36.65
196.59,293.4,12,50.26
30.95,168.49,12,21.32
199.12,348.28,0,9.98
94.95,369.0,1,8.51
142.75,112.83,12,46.14
154.83,2.3,1,19.82
68.77,279.26,3,76.61
88.64,318.11,1,7.78
49.16,319.32,1,2.96
41.72,358.89,1,2.96
178.81,136.84,0,10.29
47.32,228.71,0,2.15
155.7,29.28,1,20.21
149.14,92.81,0,7.82
176.45,122.5,3,144.0
190.9,293.23,1,23.73
32.97,385.79,0,1.72
105.63,285.05,0,5.55
109.92,152.21,0,5.05
34.89,357.6,0,1.37
25.35,62.41,1,1.7
54.85,189.39,1,3.57
128.56,99.98,0,6.8
47.5,172.17,0,1.92
124.71,236.96,3,101.31
122.26,89.78,1,13.85
63.61,394.66,1,4.41
132.07,20.07,12,43.32
32.18,259.12,12,21.03
127.51,392.47,3,102.37
111.49,98.56,3,95.24
123.66,163.38,1,13.65
149.22,284.24,12,47.88
148.09,337.67,3,113.78
139.68,289.1,0,7.27
109.3,309.18,12,37.22
119.28,42.36,0,6.43
176.98,179.91,3,142.87
120.42,377.09,1,13.33
119.46,379.98,1,13.59
105.19,296.76,0,5.25
48.11,350.95,3,62.76
25.44,62.4,3,41.93
182.32,28.83,1,22.59
108.69,207.57,3,95.47
58.35,278.69,1,3.54
164.11,287.04,1,21.07
127.78,213.29,12,42.35
158.33,40.57,1,19.92
29.64,6.87,12,20.91
194.75,380.63,12,51.0
94.33,227.82,0,4.45
86.19,207.3,12,31.27
180.22,293.2,0,9.5
152.2,228.24,1,21.04
188.53,263.26,0,10.03
85.14,371.75,12,31.99
99.59,76.64,0,4.59
101.78,263.57,3,93.02
121.91,3.62,0,6.62
106.33,211.71,12,37.62
153.78,295.38,1,19.6
39.71,53.57,12,21.4
161.74,312.21,1,19.56
193.61,235.28,1,22.94
153.51,334.95,0,8.33
102.21,234.37,12,34.95
56.69,183.3,1,3.59
138.28,387.23,0,7.18
26.31,164.44,0,1.46
51.79,206.52,1,3.74
139.07,128.46,0,7.28
28.68,13.76,1,1.9
136.97,316.62,0,7.62
150.45,66.5,12,47.35
47.06,267.68,0,1.6
147.65,67.05,1,19.28
29.2,218.68,1,2.16
77.53,264.66,12,30.03
123.22,25.01,0,6.69
119.28,271.86,1,12.92
81.03,8.03,3,80.7
65.53,227.75,0,2.48
33.93,125.74,1,2.02
76.74,256.35,1,5.7
44.7,285.06,12,22.75
175.23,212.61,12,49.56
154.21,323.14,3,121.97
193.17,1.29,3,162.67
128.21,274.05,0,7.03
55.2,267.43,0,2.68
134.78,134.88,0,7.42
171.37,347.22,1,21.61
162.18,266.88,0,9.26
60.54,145.84,0,2.21
174.0,124.73,1,22.41
166.56,264.74,3,133.05
115.35,300.38,0,6.13
47.41,206.98,0,2.31
38.83,95.06,1,1.81
74.11,85.19,3,81.69
119.63,353.2,0,6.33
116.83,8.51,3,100.15
141.17,315.88,3,111.35
131.98,172.93,3,106.29
26.14,84.94,3,39.22
181.79,294.97,3,150.02
53.28,111.97,1,4.31
108.87,109.63,0,5.89
121.56,371.1,3,98.62
37.87,201.07,3,51.2
130.32,193.67,12,44.03
198.16,163.75,12,51.25
155.44,33.83,0,8.48
140.65,63.82,1,17.82
74.55,92.95,0,3.04
142.4,185.05,3,112.53
165.51,207.62,3,131.6
185.21,152.4,0,9.83
105.45,391.23,12,36.68
110.44,346.75,12,36.87
66.85,199.71,12,28.13
73.24,340.87,3,76.77
107.12,380.89,0,4.94
68.42,230.91,0,2.92
36.29,197.56,12,21.49
107.47,351.01,12,36.7
188.79,94.06,12,51.47
129.53,38.42,12,43.01
170.76,175.27,0,8.97
99.76,23.3,12,35.35
179.51,129.87,3,145.83
40.58,374.69,3,55.81
117.45,241.45,0,5.98
76.48,96.77,0,3.21
65.36,352.13,0,3.06
137.84,31.43,3,104.94
153.34,390.87,1,20.7
189.23,67.28,0,10.29
177.33,331.02,1,22.4
129.18,275.55,12,43.91
85.76,156.09,12,30.65
32.09,249.32,1,2.29
62.21,219.81,1,4.95
64.48,362.17,12,27.08
87.77,389.68,0,4.41
58.09,325.79,1,4.9
65.18,160.71,0,2.97
62.73,330.68,0,2.4
42.68,64.65,3,60.44
137.41,107.38,12,44.28
63.69,323.98,12,26.05
170.94,365.55,12,48.86
133.38,39.18,12,43.44
62.99,33.64,3,74.76
96.26,347.96,1,9.19
67.11,278.3,3,71.99
80.33,204.67,1,6.37
192.65,288.83,1,23.83
59.58,138.35,0,2.12
80.5,42.87,3,79.06
101.25,108.3,3,90.8
52.31,10.14,1,3.57
154.48,160.75,0,8.94
176.36,238.09,0,8.89
136.09,275.45,0,7.59
46.8,341.2,3,62.86
73.59,387.83,12,28.54
130.84,346.43,12,43.15
182.49,4.84,3,150.53
195.45,58.98,1,24.39
166.21,319.09,0,9.25
159.38,221.33,12,47.8
36.73,377.16,1,1.86
129.7,389.4,1,15.27
127.51,104.09,0,7.01
74.64,112.4,0,3.54
112.98,333.13,0,5.43
123.49,220.34,1,13.42
184.42,145.02,0,9.95
57.3,174.69,12,25.57
89.17,209.23,3,82.53
167.0,224.92,1,21.8
72.97,162.84,0,3.56
68.95,123.81,3,72.06
133.47,222.75,0,7.51
104.05,233.22,3,95.85
56.08,256.97,1,3.08
150.28,396.27,0,8.68
109.04,78.1,0,5.32
100.11,89.63,12,34.98
109.39,52.11,12,38.02
184.68,83.62,0,9.67
183.37,39.36,1,23.55
40.85,45.39,3,54.86
45.49,267.12,0,1.61
85.32,74.82,3,84.67
104.05,233.22,1,10.67
51.88,129.18,3,64.79
99.06,34.14,1,9.21
183.54,305.75,3,151.84
136.01,240.01,1,16.22
80.24,247.12,12,30.81
100.03,247.34,12,34.81
157.02,338.96,0,8.81
155.88,267.29,1,21.14
74.02,281.63,1,5.74
190.11,3.73,3,156.49
113.33,20.73,0,5.72
31.3,2.21,3,47.73
94.77,354.27,12,33.59
61.68,155.19,0,2.26
163.06,256.79,3,133.39
186.69,78.99,1,23.03
102.56,261.1,3,93.99
157.98,370.81,1,21.29
167.43,214.33,1,22.02
196.67,340.17,12,50.91
112.37,358.17,12,38.73
73.06,308.93,1,5.18
73.85,302.05,3,78.19
75.86,392.01,1,5.61
77.7,70.8,3,81.25
64.04,394.4,3,73.04
43.73,290.67,0,1.78
32.53,291.84,3,50.76
59.05,337.4,12,25.84
126.64,51.55,3,105.76
77.26,198.68,0,3.56
31.65,308.51,3,48.3
108.6,78.41,12,37.68
113.86,370.1,1,12.13
169.1,107.71,12,48.96
166.03,260.35,3,130.91
32.35,320.06,12,19.71
148.44,169.61,12,46.38
121.82,158.5,1,13.96
48.2,289.71,12,23.49
31.74,29.62,3,47.6
89.17,209.23,1,6.83
45.75,9.73,1,2.81
56.25,234.31,3,67.67
87.68,87.42,12,32.21
90.31,153.56,3,86.95
42.86,242.57,1,1.9
179.6,286.36,12,49.67
187.66,161.28,0,9.75
128.83,142.75,0,6.56
142.22,12.26,3,112.74
83.22,61.14,1,6.9
56.52,387.55,12,25.05
167.26,105.3,0,8.9
193.61,235.28,3,156.55
134.43,319.3,12,44.37
168.05,99.62,12,49.27
148.0,322.67,0,7.38
70.09,58.56,12,28.19
194.31,270.59,3,167.6
162.88,155.6,12,49.02
116.22,127.5,1,13.05
112.19,62.91,0,5.86
139.42,320.69,1,17.29
102.13,268.76,3,91.62
66.41,356.46,1,5.42
193.35,288.24,12,50.74
38.57,182.67,12,22.15
189.32,203.34,3,156.9
141.26,367.81,12,46.87
140.12,257.43,3,108.26
120.6,243.09,1,13.77
78.75,126.51,0,3.77
172.86,305.92,3,140.34
25.18,61.79,12,20.19
86.28,213.04,1,7.02
177.15,72.2,12,50.61
138.81,173.39,0,7.67
41.02,199.04,12,22.16
59.05,322.73,3,68.55
175.05,396.04,0,9.83
38.13,134.08,0,1.7
75.6,107.11,12,29.41
59.93,301.82,3,72.64
53.89,142.39,1,3.33
45.14,136.45,12,22.69
54.59,189.67,3,68.21
124.71,389.21,12,41.52
192.38,41.7,12,50.86
78.31,25.08,0,3.94
83.65,69.35,3,85.34
172.95,330.74,0,9.6
186.96,167.07,0,9.79
176.63,210.82,3,144.59
75.51,370.64,1,6.16
130.14,9.83,1,15.15
187.39,100.9,1,23.2
145.02,72.39,1,19.32
110.79,175.06,0,5.76
73.15,139.53,0,2.78
151.85,303.32,12,47.34
81.82,199.38,1,7.0
101.34,357.02,0,4.41
188.88,202.34,1,23.55
156.49,10.26,3,122.85
170.32,262.72,12,48.83
185.38,232.97,1,23.8
137.76,13.28,1,16.4
60.98,101.52,12,25.88
66.93,209.24,3,76.04
146.69,94.42,1,19.04
90.4,58.79,0,3.97
118.67,118.52,3,97.88
191.6,100.47,0,9.78
179.78,150.36,3,148.02
173.82,244.59,0,9.8
83.65,257.93,0,3.68
168.4,396.99,1,22.52
65.53,233.35,3,73.5
155.27,155.42,1,19.31
132.42,297.32,12,43.32
53.36,6.97,12,24.78
141.17,207.2,0,7.55
171.2,152.25,3,138.72
119.11,171.11,1,12.85
146.6,81.79,12,46.41
73.15,208.07,3,77.21
27.89,379.55,1,1.4
47.32,37.12,12,23.09
133.9,304.41,1,15.83
159.47,60.82,12,48.94
87.68,258.58,0,4.33
124.45,78.16,12,42.11
33.05,304.31,1,1.8
161.31,195.13,0,8.93
189.58,275.55,1,24.26
158.42,123.04,12,48.27
130.4,270.78,0,6.74
133.03,101.0,12,44.12
165.77,93.48,1,21.36
133.12,93.68,0,7.26
172.34,328.99,1,22.07
119.2,151.99,12,40.81
78.31,276.16,3,82.85
199.21,263.34,12,51.35
165.77,294.23,12,49.47
178.11,353.83,0,9.21
27.8,26.02,3,44.55
81.2,312.73,0,3.48
151.41,347.26,1,19.85
170.24,364.24,0,9.99
182.14,263.49,0,9.7
47.59,305.67,12,22.84
128.91,89.67,12,44.25
29.9,208.86,12,21.07
187.04,326.38,3,158.59
54.94,32.07,0,2.49
163.23,2.25,12,49.36
91.88,13.41,1,8.64
137.84,324.89,12,45.19
81.82,183.08,0,4.04
119.72,167.03,3,97.67
52.93,100.1,1,3.16
106.07,107.47,3,92.82
117.45,306.88,3,97.53
34.8,371.88,3,51.14
187.31,367.57,1,24.03
104.49,103.77,1,10.44
82.25,172.66,3,87.21
128.91,141.52,0,7.19
154.74,217.8,3,126.19
151.41,347.26,3,120.21
74.46,320.77,12,29.2
72.27,330.77,12,28.79
68.16,50.27,12,28.0
43.3,64.32,1,4.53
69.91,346.43,3,73.54
175.75,121.31,3,145.23
50.48,45.85,12,23.11
50.56,329.04,1,2.67
68.6,389.76,1,4.55
136.44,214.26,0,7.64
33.93,125.74,3,49.53
69.12,273.89,1,4.72
50.04,186.24,3,64.72
90.48,172.03,12,32.18
68.51,378.13,12,27.62
118.58,114.9,1,13.16
46.1,381.57,3,61.18
55.99,396.51,12,25.38
99.85,76.28,3,90.77
164.28,396.5,1,19.58
78.14,145.71,1,5.52
183.89,231.05,0,9.31
197.64,109.23,3,166.95
85.67,185.64,0,3.97
199.21,33.41,0,9.7
173.21,58.55,1,21.33
40.15,90.6,3,56.62
144.5,52.63,1,18.28
194.75,167.26,0,9.9
138.37,302.14,12,45.23
60.72,395.21,0,2.85
25.09,380.29,3,41.8
135.92,224.27,0,7.27
141.26,263.48,1,17.08
167.96,318.18,3,138.02
64.31,136.98,0,2.58
158.24,107.42,0,8.44
173.91,271.4,0,9.92
94.16,61.34,1,8.6
161.22,390.57,12,48.54
189.58,133.81,12,51.12
173.74,106.2,0,9.41
70.17,150.59,3,76.49
127.6,63.8,0,6.44
117.62,96.97,12,40.54
80.15,253.08,0,3.76
57.3,291.67,0,2.82
83.65,69.35,1,7.53
86.63,25.35,3,81.4
44.0,358.34,12,22.88
41.9,253.24,1,1.92
65.53,233.35,1,4.75
104.93,163.76,3,96.73
199.39,387.99,12,51.6
91.36,243.23,12,32.29
75.78,183.65,1,5.98
198.69,53.39,1,25.23
130.49,308.16,3,104.03
146.95,130.12,0,8.06
189.23,279.35,12,51.54
186.26,190.24,0,10.22
182.23,286.53,3,149.59
130.23,77.55,0,7.08
154.48,174.23,1,19.76
147.47,282.71,1,18.65
98.54,268.2,12,35.63
99.85,202.38,0,4.78
159.2,109.05,1,20.42
118.67,118.52,1,12.99
152.73,263.55,3,122.07
58.27,47.27,3,67.62
57.48,338.24,0,2.29
176.8,98.66,0,9.84
97.57,77.94,12,34.3
124.45,340.48,1,14.78
31.3,81.95,0,1.62
38.66,56.79,0,1.65
28.15,45.64,0,1.66
175.66,333.83,0,10.06
34.89,323.25,3,56.03
116.31,104.57,12,38.86
151.68,335.25,3,120.85
144.76,76.37,0,8.07
31.83,394.0,0,1.57
67.9,182.26,1,4.9
132.33,319.88,12,43.32
27.63,79.24,0,1.78
107.73,4.4,3,92.33
25.44,303.76,0,1.57
119.37,61.93,0,6.34
170.76,74.71,12,48.74
102.74,39.78,1,10.05
27.45,236.97,1,1.61
167.17,99.87,0,9.75
157.89,166.69,12,47.97
119.37,87.3,1,13.9
53.01,219.69,3,66.76
47.15,126.77,3,64.44
38.48,40.25,0,1.38
52.23,36.07,12,24.35
64.83,246.57,12,26.94
184.5,246.01,1,23.11
148.52,52.03,0,8.05
63.08,155.79,0,2.61
61.94,302.49,0,2.6
120.16,66.81,1,13.43
166.03,260.35,1,20.45
156.67,152.08,3,124.33
98.89,366.55,12,34.27
112.02,144.39,1,11.15
161.92,329.05,1,21.16
28.06,139.8,0,2.37
111.58,327.64,1,11.58
108.43,365.76,1,11.64
174.44,86.42,3,146.24
153.6,67.89,0,8.4
45.66,284.33,12,23.09
56.69,183.3,3,68.26
43.3,364.31,0,1.9
158.5,102.71,1,20.96
66.32,17.26,3,70.46
48.99,266.33,12,23.63
124.97,341.64,12,42.25
157.37,60.45,12,48.18
99.94,137.86,12,34.79
135.04,196.64,3,108.07
79.19,239.46,12,30.55
144.32,105.62,0,7.51
34.72,80.81,0,1.62
91.18,248.03,3,88.05
119.63,395.43,12,40.44
149.4,202.89,1,19.91
112.54,74.05,3,98.81
197.29,153.05,12,50.14
57.3,27.74,3,67.25
29.11,277.47,12,20.4
93.55,296.19,12,33.11
172.6,371.66,0,10.17
164.54,195.85,0,9.43
153.86,351.41,3,121.6
181.53,47.48,0,9.83
53.01,83.06,12,24.33
83.48,74.63,3,77.45
180.74,359.35,0,9.72
39.44,137.62,12,22.39
106.94,7.36,3,92.18
176.98,266.5,12,49.13
149.14,180.88,3,120.44
60.54,155.68,1,3.55
53.63,244.69,1,3.7
66.76,316.2,0,3.35
106.68,121.55,12,37.0
145.02,238.12,0,7.6
196.15,373.25,3,166.9
154.13,267.04,1,20.27
176.01,371.45,0,9.74
96.17,368.34,1,8.76
35.42,360.31,12,21.13
199.65,262.78,3,169.79
28.59,224.49,0,1.43
151.5,70.86,1,19.34
188.62,290.39,1,23.47
98.1,367.81,0,4.73
81.12,210.99,12,29.87
119.02,395.09,1,13.58
141.17,14.8,12,46.58
59.23,66.74,0,2.26
163.76,131.29,0,8.63
188.88,202.34,3,156.27
182.05,291.23,12,50.4
156.93,213.44,1,20.73
36.12,258.9,12,21.54
85.32,335.09,12,31.54
155.53,149.3,1,21.38
142.83,138.37,1,16.73
96.44,199.56,0,4.85
84.44,206.34,0,3.85
34.8,219.31,12,20.73
122.61,350.99,0,6.57
70.96,111.5,0,3.28
170.15,158.79,3,136.13
107.9,100.8,12,37.43
174.79,286.42,0,9.12
127.69,64.19,0,7.07
173.91,300.64,12,49.38
92.67,158.91,3,89.84
168.13,93.86,1,21.26
109.39,115.48,1,11.07
183.72,245.59,0,9.87
124.97,233.78,0,6.5
115.78,289.91,1,11.69
198.95,198.58,3,167.98
87.94,292.35,1,7.48
166.91,24.06,1,20.61
97.57,11.67,0,4.68
91.8,321.27,12,32.84
189.06,293.12,3,159.68
151.06,387.96,3,120.39
101.69,251.18,12,36.01
60.98,56.22,0,3.08
194.83,395.55,12,51.18
175.93,276.86,1,21.83
37.52,125.74,0,1.81
51.44,216.25,3,67.24
75.6,196.85,3,75.38
41.2,263.99,3,58.33
154.91,190.23,12,47.78
142.48,167.44,12,44.97
62.47,122.02,12,26.74
44.43,37.47,3,61.25
58.79,112.81,3,70.26
72.27,381.62,1,5.81
37.78,382.49,12,22.51
198.07,219.95,0,10.63
102.39,319.97,1,10.03
168.4,116.58,0,9.2
43.21,140.38,12,23.22
27.19,314.07,3,44.24
172.69,194.82,3,141.09
121.39,299.35,0,6.67
98.01,199.35,3,90.82
38.22,69.5,0,2.25
140.12,163.97,12,45.79
124.36,242.49,12,42.22
94.95,76.04,0,4.7
175.84,40.42,3,145.07
117.45,306.88,1,12.75
108.95,322.83,0,5.23
152.9,260.49,1,19.2
170.76,340.57,1,21.73
72.45,91.46,3,77.73
185.56,324.71,1,23.03
127.86,383.66,12,42.21
158.77,321.21,1,20.2
133.82,337.91,3,104.32
86.19,192.46,3,83.9
105.37,305.44,1,10.07
180.65,207.81,12,49.99
119.55,314.54,3,97.56
132.85,98.14,0,6.86
63.08,280.39,3,71.95
175.66,48.55,1,22.14
42.95,348.72,12,21.82
119.63,35.76,3,97.58
61.68,277.14,12,25.81
97.05,88.83,0,4.33
96.96,390.38,12,33.95
189.41,119.02,3,154.04
178.11,389.5,12,50.38
106.59,393.76,1,9.82
57.04,237.12,12,25.47
100.2,26.28,1,9.56
193.7,192.39,1,24.08
159.9,42.75,3,131.45
84.35,387.79,1,7.48
41.98,135.61,1,2.63
98.19,365.94,3,94.09
197.99,103.72,1,25.24
192.73,291.35,0,10.06
44.35,187.94,12,22.95
83.13,40.71,1,6.48
183.19,78.35,12,50.04
56.78,218.25,3,69.33
178.2,214.12,1,21.19
161.66,94.75,1,20.39
143.45,290.1,1,18.52
69.73,167.3,3,75.16
116.22,123.02,12,40.27
124.8,329.87,3,99.34
97.31,207.83,12,34.4
39.09,252.92,3,56.54
32.18,185.57,0,1.18
77.96,184.31,1,7.05
122.35,89.53,1,14.19
167.26,270.04,12,48.85
132.24,255.41,3,104.95
33.32,197.52,3,46.72
73.06,308.93,3,75.78
92.58,51.0,1,8.48
142.31,348.19,12,46.08
102.83,97.27,1,10.33
144.32,288.33,12,45.78
34.37,302.22,1,2.3
54.41,342.18,3,65.64
171.72,32.37,3,142.16
98.27,76.59,12,33.27
28.59,198.07,1,2.04
85.93,271.02,0,4.35
172.16,190.45,12,50.27
150.36,302.69,0,8.44
78.93,24.43,1,6.3
132.33,96.61,0,6.9
84.18,44.82,3,80.92
58.62,169.09,12,24.53
32.53,42.19,0,1.47
68.07,304.72,0,2.83
76.65,55.53,1,5.97
103.96,350.29,12,35.39
56.08,234.28,12,25.53
147.47,230.68,0,7.99
170.15,158.79,1,21.17
137.14,280.99,3,108.44
123.57,206.24,12,41.78
67.72,380.16,3,77.59
190.72,81.61,3,158.5
112.28,380.31,12,38.9
190.98,246.39,1,23.8
153.08,263.14,1,19.41
113.24,99.87,1,12.43
