Concentration,Temperature,Dose (mol%),Response
97.27,81.79,10,50.79
220.23,81.94,10,49.89
77,82.09,10,50.29
40.75,82.24,10,51.09
364.45,82.39,10,51.63
328.2,82.54,10,49.79
304.01,82.69,10,49.65
19.51,82.84,10,51.53
337.49,82.99,10,50.79
175.22,83.14,10,50.16
136.96,83.29,10,50.87
218.59,83.44,10,49.29
36.54,83.59,10,50.61
302.66,83.74,10,50.78
232.97,83.89,10,51.08
74.64,84.04,10,50.11
75.29,84.19,10,50.66
73.7,84.34,10,50.16
22.8,84.49,10,50.75
235.12,84.64,10,50.18
336.14,84.79,10,50.43
7,84.94,10,50.14
19.6,85.09,10,50.97
229.11,85.24,10,51.07
327.8,85.39,10,50.53
130.7,85.54,10,50.67
139.85,85.69,10,49.93
238.54,85.84,10,50.51
109.69,85.99,10,50.63
10.64,86.14,10,51.97
294.09,86.29,10,50.11
250.26,86.44,10,51.4
232.3,86.59,10,51.17
296.67,86.74,10,50.82
270.09,86.89,10,51.56
82.35,87.04,10,50.87
140.99,87.19,10,50.88
50.44,87.34,10,50.66
51.94,87.49,10,51.3
270.48,87.64,10,51.24
343.44,87.79,10,50.39
385.09,87.94,10,50.04
251.34,88.09,10,50.6
73.64,88.24,10,50.31
42.26,88.39,10,50.68
325.14,88.54,10,51.33
231.5,88.69,10,50.49
247.31,88.84,10,50.7
312.58,88.99,10,50.76
281.31,89.14,10,51.15
333.78,89.29,10,49.61
22.49,89.44,10,50.43
299.01,89.59,10,50.85
340.34,89.74,10,51.34
114.45,89.89,10,50.5
256.18,90.05,10,49.81
125.66,90.2,10,51.06
383.19,90.35,10,50.44
13.37,90.5,10,50.17
231.92,90.65,10,50.45
66.6,90.8,10,50.68
284.89,90.95,10,50.47
70.36,91.1,10,49.67
94.15,91.25,10,51.23
197.75,91.4,10,51.42
365.93,91.55,10,51.11
84.69,91.7,10,50.22
57.7,91.85,10,50.69
303.59,92,10,50.79
200.25,92.15,10,51.1
364.71,92.3,10,51.14
58.65,92.45,10,50.44
258.37,92.6,10,50.85
93.15,92.75,10,51.04
62.7,92.9,10,51.55
273.37,93.05,10,51.17
237.47,93.2,10,51.22
301.93,93.35,10,50.87
123.79,93.5,10,51.54
179.19,93.65,10,51.04
162.19,93.8,10,50.41
393.64,93.95,10,51.55
116.9,94.1,10,51.2
117.93,94.25,10,50.63
141.82,94.4,10,50.62
225.84,94.55,10,51.01
100.93,94.7,10,51.09
366.12,94.85,10,50.97
106.27,95,10,51.03
358.33,95.15,10,51.72
41.39,95.3,10,51.41
262.63,95.45,10,50.98
362.79,95.6,10,51.36
67.5,95.75,10,50.37
387.33,95.9,10,51.09
181.15,96.05,10,51.8
378.29,96.2,10,50.79
270.73,96.35,10,50.48
120.63,96.5,10,50.58
75.32,96.65,10,50.37
121.49,96.8,10,50.52
37.21,96.95,10,50.73
57.55,97.1,10,50.22
41.86,97.25,10,50.94
169.18,97.4,10,51.38
318.23,97.55,10,50.48
56.55,97.7,10,51.7
52.13,97.85,10,51.2
257.37,98,10,51.46
78.87,98.15,10,50.62
39.04,98.3,10,51.38
66.74,98.45,10,50.41
369.49,98.6,10,51.41
328.59,98.75,10,51.05
141.63,98.9,10,51.25
262.33,99.05,10,50.39
214.91,99.2,10,50.53
270.85,99.35,10,51.28
273.07,99.5,10,50.51
251.49,99.65,10,51.22
106.44,99.8,10,50.31
15.6,99.95,10,51.42
182.23,100.1,10,50.39
356.39,100.25,10,51.28
227.8,100.4,10,51.33
332.96,100.55,10,50.67
396.65,100.7,10,51.32
65.45,100.85,10,51.16
276.71,101,10,50.77
269.72,101.15,10,50.54
391.98,101.3,10,50.08
394.24,101.45,10,51.24
274.67,101.6,10,50.29
97.45,101.75,10,51.13
319.42,101.9,10,50.97
42.81,102.05,10,51.45
312.28,102.2,10,50.97
364.08,102.35,10,50.97
153.13,102.5,10,51.51
252.25,102.65,10,51.33
172.06,102.8,10,51.33
175.11,102.95,10,51.43
124.15,103.1,10,50.44
304.85,103.25,10,51.6
374.47,103.4,10,51.54
376.3,103.55,10,50.75
69.91,103.7,10,51.15
349.9,103.85,10,51.27
294.97,104,10,51.24
101.13,104.15,10,51.5
26.91,104.3,10,52.06
107.2,104.45,10,51.91
364.88,104.6,10,50.73
253.27,104.75,10,51.72
288.42,104.9,10,52.1
102.86,105.05,10,51.65
287.76,105.2,10,52.02
11.25,105.35,10,52.5
150.13,105.5,10,52.03
250.7,105.65,10,51.67
58.44,105.8,10,52.09
329.2,105.95,10,51.67
94.01,106.1,10,51.63
260.91,106.25,10,51.47
162.08,106.4,10,52.45
238.42,106.55,10,51.29
42.98,106.7,10,52.49
6.77,106.85,10,52
363.83,107,10,51.08
107.85,107.15,10,51.99
327.87,107.3,10,50.79
399.74,107.45,10,52.18
84.57,107.6,10,52.34
106.07,107.75,10,51.63
265.14,107.9,10,52.02
386.18,108.05,10,52.96
366.33,108.2,10,51.76
201.15,108.35,10,51.52
318.04,108.5,10,52.82
54.3,108.65,10,53.09
390.98,108.8,10,52.15
385.74,108.95,10,52.68
65.49,109.1,10,52.88
119.77,109.25,10,51.88
40.06,109.4,10,52.04
108.69,109.55,10,52.93
326.38,109.7,10,53.19
151.33,109.85,10,52.67
35.36,110.01,10,51.98
136.89,110.16,10,53.45
392.55,110.31,10,52.23
251.87,110.46,10,52.36
166.46,110.61,10,52.74
66.62,110.76,10,53.38
394.47,110.91,10,53.07
328.34,111.06,10,52.89
112.59,111.21,10,52.95
28.03,111.36,10,52.78
22.65,111.51,10,53.08
48.15,111.66,10,51.57
232.31,111.81,10,52.73
371.51,111.96,10,53.04
198.7,112.11,10,52.38
337.18,112.26,10,53.19
178.35,112.41,10,52.94
283.43,112.56,10,53.96
292.75,112.71,10,53.91
69.59,112.86,10,52.93
144.49,113.01,10,53.13
254.92,113.16,10,53.21
28.28,113.31,10,53.06
144.62,113.46,10,53.43
213.92,113.61,10,53
398.49,113.76,10,52.85
189.81,113.91,10,53.77
326.42,114.06,10,53.82
172.83,114.21,10,53.15
318.56,114.36,10,54.04
238.17,114.51,10,53.33
354.64,114.66,10,53.81
164.38,114.81,10,54.14
241.72,114.96,10,53.76
252.01,115.11,10,54.05
166.95,115.26,10,53.61
57.72,115.41,10,53.82
37.42,115.56,10,53.86
6.67,115.71,10,53.63
349.41,115.86,10,53.97
94.59,116.01,10,53.33
84.6,116.16,10,53.9
294.41,116.31,10,54.05
128.01,116.46,10,54.12
202.42,116.61,10,54.17
65,116.76,10,54.31
383.9,116.91,10,54.63
340.63,117.06,10,54.87
345.52,117.21,10,54.16
162.71,117.36,10,53.93
304.94,117.51,10,54.06
57.55,117.66,10,54.39
3.45,117.81,10,54.5
7.99,117.96,10,54.35
234.64,118.11,10,54.13
182.16,118.26,10,54.6
207.21,118.41,10,54.97
2.99,118.56,10,55.23
169.07,118.71,10,54.7
287.23,118.86,10,54.82
177.08,119.01,10,54.62
292.89,119.16,10,55.12
93.21,119.31,10,54.76
325.26,119.46,10,55.52
235.37,119.61,10,54.39
84.31,119.76,10,55.16
94.69,119.91,10,55.54
251.21,120.06,10,55.53
331.98,120.21,10,56.84
166.25,120.36,10,55.72
103.32,120.51,10,55.09
346.8,120.66,10,55.6
267.71,120.81,10,54.81
179.23,120.96,10,55.71
195.16,121.11,10,55.38
81.7,121.26,10,56.31
250.72,121.41,10,55.63
143.5,121.56,10,55.9
398.26,121.71,10,55.69
192.07,121.86,10,56.93
194.35,122.01,10,55.95
226.34,122.16,10,57.08
366.7,122.31,10,56.63
320.33,122.46,10,56.51
180.45,122.61,10,56.51
287.48,122.76,10,56.57
234.49,122.91,10,55.47
196.95,123.06,10,56.34
76.93,123.21,10,56.96
185.57,123.36,10,56.56
98.33,123.51,10,55.94
365.94,123.66,10,56.67
134.16,123.81,10,57.6
380.91,123.96,10,57.42
213.22,124.11,10,56.82
252.62,124.26,10,57.38
217.18,124.41,10,56.78
51.75,124.56,10,56.16
150.33,124.71,10,56.6
39.66,124.86,10,57.9
249.18,125.01,10,57.04
178.75,125.16,10,57.1
311.19,125.31,10,57.13
88.19,125.46,10,58.28
65.83,125.61,10,58.2
162.53,125.76,10,58.55
370.63,125.91,10,57.41
284.17,126.06,10,57.69
167.57,126.21,10,56.84
206.91,126.36,10,58.39
33.69,126.51,10,57.12
393.83,126.66,10,57.86
266.56,126.81,10,57.26
114.16,126.96,10,57.56
234.32,127.11,10,57.49
43.79,127.26,10,57.66
386.33,127.41,10,57.75
69.91,127.56,10,57.79
259.21,127.71,10,58.54
98.18,127.86,10,57.62
287.02,128.01,10,58.34
310.73,128.16,10,58.89
269.37,128.31,10,58.07
245.8,128.46,10,58.02
356.99,128.61,10,58.32
31.45,128.76,10,59.07
132.37,128.91,10,58.63
99.31,129.06,10,58.32
395.21,129.21,10,58.88
155.76,129.36,10,58.14
293.05,129.51,10,59.08
273.89,129.66,10,59
84.83,129.81,10,58.69
95.6,129.96,10,58.47
112.51,130.12,10,58.5
164.45,130.27,10,59.26
93.73,130.42,10,59.66
7.86,130.57,10,58.78
351.76,130.72,10,59.37
386.24,130.87,10,58.15
136.63,131.02,10,58.95
135.4,131.17,10,59.28
2.84,131.32,10,58.89
272.1,131.47,10,58.92
330.18,131.62,10,59.11
58.64,131.77,10,59.64
63.87,131.92,10,59.44
316.03,132.07,10,58.47
246.52,132.22,10,58.57
17.94,132.37,10,59.38
249.02,132.52,10,59.96
123.57,132.67,10,58.41
147.49,132.82,10,59.58
307.89,132.97,10,59.61
324.37,133.12,10,60.61
160.14,133.27,10,59.78
378.86,133.42,10,60.21
162.59,133.57,10,60.13
308.73,133.72,10,59.04
193.55,133.87,10,60.54
359.01,134.02,10,60.31
363.1,134.17,10,60.5
34.97,134.32,10,62.25
374.6,134.47,10,59.29
330.21,134.62,10,61.24
316.52,134.77,10,60.28
80.36,134.92,10,60.61
322.05,135.07,10,60.49
340.05,135.22,10,60.34
115.66,135.37,10,60.31
380.9,135.52,10,60.81
19.94,135.67,10,59.93
59.96,135.82,10,61.1
215.03,135.97,10,60.56
230.32,136.12,10,60.25
258.06,136.27,10,60.63
6.79,136.42,10,61.53
384.15,136.57,10,60.67
17.84,136.72,10,61.16
57.22,136.87,10,60.65
5.61,137.02,10,61.44
226.74,137.17,10,61.44
372.91,137.32,10,62.06
266.38,137.47,10,61.09
329.06,137.62,10,61.55
5.31,137.77,10,61.31
216.81,137.92,10,61.94
183.83,138.07,10,60.98
199.59,138.22,10,61.74
28.89,138.37,10,61.31
273.77,138.52,10,61.41
201.29,138.67,10,61.53
306.06,138.82,10,61.65
194.12,138.97,10,61.5
59.75,139.12,10,61.7
259.3,139.27,10,62.42
68.95,139.42,10,62.16
348.96,139.57,10,62.13
245.25,139.72,10,61.5
62.88,139.87,10,61.32
384.94,140.02,10,62.28
207.35,140.17,10,62.27
29.16,140.32,10,62.6
250.73,140.47,10,61.6
101.28,140.62,10,61.82
321.48,140.77,10,61.14
327.13,140.92,10,61.8
391.58,141.07,10,62.52
200.75,141.22,10,61.82
181.98,141.37,10,62.4
301.39,141.52,10,62.02
52.99,141.67,10,62.31
218.77,141.82,10,61.6
218.5,141.97,10,62.24
35.79,142.12,10,60.73
167.19,142.27,10,62.16
341.31,142.42,10,61.47
342.46,142.57,10,62.91
39.7,142.72,10,62.72
36.29,142.87,10,62.59
105.08,143.02,10,63.15
349.91,143.17,10,61.94
51.56,143.32,10,63.31
288,143.47,10,62.93
40.47,143.62,10,62.36
249.26,143.77,10,63.07
142.43,143.92,10,61.98
315.57,144.07,10,62.14
93.48,144.22,10,62.27
255.68,144.37,10,62.33
94.27,144.52,10,62.09
285.46,144.67,10,63.25
349.47,144.82,10,62.52
50.72,144.97,10,62.85
346.64,145.12,10,62.41
237.43,145.27,10,61.8
50.84,145.42,10,62.86
171.02,145.57,10,61.79
64.34,145.72,10,62.73
280.14,145.87,10,62.09
303.55,146.02,10,63.79
42.32,146.17,10,63.26
202.46,146.32,10,62.87
325.85,146.47,10,63.47
374.47,146.62,10,62.43
205.41,146.77,10,63.13
380.11,146.92,10,62.97
214.28,147.07,10,63.02
157.68,147.22,10,63.53
339.28,147.37,10,63.27
197.19,147.52,10,63.06
188.76,147.67,10,62.1
196.12,147.82,10,62.46
338.71,147.97,10,62.88
332.78,148.12,10,63
161.41,148.27,10,62.39
133.32,148.42,10,64.17
196.77,148.57,10,63.73
229.11,148.72,10,63.28
95.33,148.87,10,63.02
317.58,149.02,10,62.88
194.59,149.17,10,62.51
133.62,149.32,10,63.03
42.73,149.47,10,63.13
95.54,149.62,10,62.38
379.71,149.77,10,63.17
122.04,149.92,10,62.92
67.54,150.08,10,62.05
184.27,150.23,10,62.57
122.84,150.38,10,62.79
14.06,150.53,10,63.94
129.26,150.68,10,63.28
217.64,150.83,10,62.33
220.68,150.98,10,63.24
142.62,151.13,10,62.22
178.92,151.28,10,63.53
386.21,151.43,10,62.75
150.94,151.58,10,62.94
103.29,151.73,10,63.65
97.39,151.88,10,62.34
183.11,152.03,10,62.28
303.81,152.18,10,62.68
82.4,152.33,10,63.49
283.72,152.48,10,62.21
8.46,152.63,10,61.55
167.57,152.78,10,62.73
310.35,152.93,10,63.23
135.49,153.08,10,63.55
225.49,153.23,10,62.72
81.99,153.38,10,62.74
296.8,153.53,10,63.51
20.91,153.68,10,62
341.02,153.83,10,62.73
79.28,153.98,10,63.02
349.76,154.13,10,63.14
141.01,154.28,10,62.65
289.07,154.43,10,62.92
127.69,154.58,10,61.65
362.36,154.73,10,62.56
50.65,154.88,10,63.11
71.41,155.03,10,62.38
197.21,155.18,10,62.9
32.78,155.33,10,63.08
78.39,155.48,10,62.68
377.51,155.63,10,62.93
390.6,155.78,10,62.35
150.5,155.93,10,62.72
369.31,156.08,10,63.12
217.93,156.23,10,62.89
107.9,156.38,10,62.51
280.96,156.53,10,62.9
263.56,156.68,10,63.14
395.65,156.83,10,61.75
106.02,156.98,10,63.34
268.82,157.13,10,62.58
20.81,157.28,10,62.96
45.46,157.43,10,63.33
1.57,157.58,10,62.04
399.78,157.73,10,62.36
320.91,157.88,10,62.56
314.69,158.03,10,62.3
203.89,158.18,10,63.55
120.03,158.33,10,62.24
60.51,158.48,10,62.38
113.87,158.63,10,62.75
150.39,158.78,10,62.03
302.52,158.93,10,62.42
215.86,159.08,10,62.77
30.99,159.23,10,62.43
7.21,159.38,10,62.54
40.93,159.53,10,62.31
164.2,159.68,10,61.8
373.28,159.83,10,62.71
254.96,159.98,10,63.41
320.73,160.13,10,62.53
186.55,160.28,10,62.62
144.67,160.43,10,62.84
43.36,160.58,10,61.84
350.37,160.73,10,63.31
313.26,160.88,10,62.55
67.25,161.03,10,63.25
204.9,161.18,10,62.05
194.95,161.33,10,63.31
250.04,161.48,10,62.78
378.47,161.63,10,62.65
231.91,161.78,10,62.48
216.09,161.93,10,62.22
20.13,162.08,10,62.93
25.16,162.23,10,62.39
74.94,162.38,10,61.32
12.99,162.53,10,61.73
297.34,162.68,10,62.18
289.33,162.83,10,62.41
54.42,162.98,10,62.21
334.43,163.13,10,62.83
61.91,163.28,10,61.23
120.47,163.43,10,62.26
99.59,163.58,10,61.26
148.92,163.73,10,62.53
101.87,163.88,10,62.09
195.58,164.03,10,62.33
162.96,164.18,10,61.67
394.63,164.33,10,62.72
22.37,164.48,10,62.59
56.87,164.63,10,62.34
21.13,164.78,10,61.97
250.34,164.93,10,62.3
21.8,165.08,10,61.64
334.58,165.23,10,62.41
204.78,165.38,10,62.79
210.8,165.53,10,62.48
224.64,165.68,10,61.56
68.33,165.83,10,62.09
79.08,165.98,10,61.24
127.53,166.13,10,62.15
237.4,166.28,10,62.07
84.05,166.43,10,60.89
46.53,166.58,10,61.23
388.05,166.73,10,61.65
8.79,166.88,10,61.62
321.08,167.03,10,61.15
315.21,167.18,10,61.93
118.89,167.33,10,61.84
54.25,167.48,10,61.6
58.25,167.63,10,61.3
278.97,167.78,10,62.18
257.12,167.93,10,62.46
313.1,168.08,10,61.37
374.99,168.23,10,61.29
276.77,168.38,10,61.82
62.34,168.53,10,61.37
97.38,168.68,10,61.46
336.88,168.83,10,61.88
83.72,168.98,10,60.54
29.01,169.13,10,62.13
281.31,169.28,10,61.49
161.01,169.43,10,61.22
368.02,169.58,10,61.36
260.1,169.73,10,61.37
36.17,169.88,10,60.5
379.14,170.04,10,62.09
103.42,170.19,10,61.34
134.88,170.34,10,61.52
160.9,170.49,10,61.76
20.49,170.64,10,60.75
198.61,170.79,10,61.47
49.33,170.94,10,61.08
160.39,171.09,10,61.62
140.28,171.24,10,60.11
309.14,171.39,10,61.1
321.27,171.54,10,60.83
61.37,171.69,10,61.32
146.62,171.84,10,61.32
149.34,171.99,10,60.71
60.56,172.14,10,60.68
319.38,172.29,10,60.96
282.89,172.44,10,60.54
76.15,172.59,10,61.39
146.69,172.74,10,60.76
42.32,172.89,10,59.47
251.28,173.04,10,60.71
48.55,173.19,10,60.36
394.37,173.34,10,60.04
312.27,173.49,10,60.21
156.1,173.64,10,60.87
231.43,173.79,10,61.45
364.54,173.94,10,60.92
221.64,174.09,10,60.44
69.8,174.24,10,60.95
151.48,174.39,10,60.47
337.26,174.54,10,60.32
257.69,174.69,10,60.07
260.29,174.84,10,59.75
346.73,174.99,10,60.41
357.59,175.14,10,60.66
367.92,175.29,10,60.51
37.94,175.44,10,60.32
217.65,175.59,10,60.04
296.2,175.74,10,60.79
302.77,175.89,10,59.8
242.69,176.04,10,60.83
66.71,176.19,10,59.91
318.97,176.34,10,60.01
288.04,176.49,10,59.63
34.45,176.64,10,60.09
185.52,176.79,10,60.81
69.59,176.94,10,60.55
134.99,177.09,10,60.76
7.23,177.24,10,60.51
160.13,177.39,10,59.67
219.95,177.54,10,60.03
247.83,177.69,10,59.78
265.4,177.84,10,60.82
334.52,177.99,10,59.53
86.19,178.14,10,60.55
48.19,178.29,10,60.53
340.61,178.44,10,60.97
62.65,178.59,10,59.83
389.9,178.74,10,60.36
337.02,178.89,10,61.12
200.35,179.04,10,59.65
392.57,179.19,10,59.17
38.95,179.34,10,58.97
121.23,179.49,10,60.24
255.29,179.64,10,58.92
140,179.79,10,59.65
371.35,179.94,10,60.03
26.25,180.09,10,59.88
219.76,180.24,10,59.98
236.35,180.39,10,59.85
261.09,180.54,10,60.36
102.27,180.69,10,59.22
145.83,180.84,10,59.33
337.47,180.99,10,59.26
77.98,181.14,10,60.03
330.75,181.29,10,60.05
225.06,181.44,10,59.8
304.88,181.59,10,60.14
285.44,181.74,10,58.93
83,181.89,10,60.33
227.53,182.04,10,60.24
347.09,182.19,10,59.82
172.85,182.34,10,60.32
386.64,182.49,10,58.57
180.89,182.64,10,59.12
57.11,182.79,10,58.99
155.77,182.94,10,59.69
380.68,183.09,10,58.78
127.89,183.24,10,59.66
347.24,183.39,10,59.94
352.5,183.54,10,59.58
140.07,183.69,10,59.35
33.3,183.84,10,58.69
289.82,183.99,10,58.74
124.6,184.14,10,59.76
313.17,184.29,10,59.5
177.06,184.44,10,59.07
194.11,184.59,10,58.86
311.16,184.74,10,58.03
152.95,184.89,10,58.48
177.25,185.04,10,59.95
150.48,185.19,10,58.33
146.94,185.34,10,59.04
210.38,185.49,10,59.43
323.52,185.64,10,58.27
144.71,185.79,10,58.97
209.7,185.94,10,59.32
268.29,186.09,10,58.84
107.78,186.24,10,60.24
111.01,186.39,10,57.95
373.37,186.54,10,59.29
289.41,186.69,10,58.65
230.87,186.84,10,59.1
259.09,186.99,10,58.91
11.72,187.14,10,58.3
247.24,187.29,10,58.76
203.8,187.44,10,57.69
218.3,187.59,10,58.9
143.77,187.74,10,58.72
32.59,187.89,10,58.87
77.34,188.04,10,59.06
380.3,188.19,10,58.69
163.48,188.34,10,58.56
186.67,188.49,10,58.02
21.08,188.64,10,58.08
15.03,188.79,10,59.01
286.87,188.94,10,59.11
215.24,189.09,10,58.25
203.48,189.24,10,58.37
97.25,189.39,10,57.88
297.9,189.54,10,58.89
67.29,189.69,10,58.62
75.97,189.84,10,59.23
184.28,189.99,10,57.8
114.51,190.15,10,58.03
98.99,190.3,10,58.31
258.1,190.45,10,58.5
260.39,190.6,10,58.04
329.81,190.75,10,57.69
167.08,190.9,10,58.55
29.23,191.05,10,58.45
109.47,191.2,10,57.61
392,191.35,10,58.72
238.5,191.5,10,58.61
283.89,191.65,10,58.07
2.94,191.8,10,58.02
207.28,191.95,10,58.24
15.01,192.1,10,57.51
227.69,192.25,10,57.93
368.31,192.4,10,56.82
387.37,192.55,10,58.32
216.22,192.7,10,57.08
183.28,192.85,10,58.59
378.01,193,10,57.65
269.44,193.15,10,57.69
25.96,193.3,10,57.46
186.29,193.45,10,57.61
96.1,193.6,10,58.45
187.92,193.75,10,56.47
182.19,193.9,10,58.34
232.86,194.05,10,57.85
142.71,194.2,10,57.06
65.71,194.35,10,57.1
201.49,194.5,10,58.46
332.08,194.65,10,57.13
265.6,194.8,10,57.01
135.35,194.95,10,58.13
374.21,195.1,10,57.71
364.88,195.25,10,57.06
83.74,195.4,10,57.62
15.77,195.55,10,56.98
296.52,195.7,10,58.02
331.04,195.85,10,57.98
387.15,196,10,57.7
355.93,196.15,10,57.6
240.21,196.3,10,58.28
212.02,196.45,10,57.38
11.14,196.6,10,56.77
98.66,196.75,10,57.57
183.85,196.9,10,58.37
251.4,197.05,10,56.8
222.9,197.2,10,57.11
297.05,197.35,10,57.49
111.91,197.5,10,57.23
225.98,197.65,10,56.75
35.26,197.8,10,57.79
165.47,197.95,10,58.37
300.06,198.1,10,57.29
277.36,198.25,10,56.73
396.26,198.4,10,56.39
111.16,198.55,10,57.28
199.28,198.7,10,57.68
131.81,198.85,10,57.35
176.24,199,10,57.1
342.78,199.15,10,56.79
273.68,199.3,10,56.52
352.98,199.45,10,57.47
81.4,199.6,10,57.5
349.34,199.75,10,56.25
23.9,199.9,10,57.8
355.44,200.05,10,57.28
131.63,200.2,10,57.68
125.84,200.35,10,56.3
204.84,200.5,10,56.27
376.28,200.65,10,56.86
19.11,200.8,10,57.17
140.89,200.95,10,57.81
342.63,201.1,10,57.25
158.42,201.25,10,56.76
79.66,201.4,10,56.35
169.92,201.55,10,57.47
154.22,201.7,10,56.36
366.17,201.85,10,57.64
304.77,202,10,56.67
202.05,202.15,10,57.59
395.35,202.3,10,57.12
186.11,202.45,10,56.7
23.3,202.6,10,56.49
104.91,202.75,10,56.57
174.43,202.9,10,56.94
62.76,203.05,10,56.75
379.03,203.2,10,56.4
306.74,203.35,10,56.6
107.31,203.5,10,56.71
236.32,203.65,10,55.59
288.58,203.8,10,56.87
376.51,203.95,10,56.13
352.65,204.1,10,56.03
206.08,204.25,10,55.75
309.86,204.4,10,55.69
224.86,204.55,10,55.89
221.08,204.7,10,56.2
45.9,204.85,10,57.52
50.46,205,10,56.26
211.81,205.15,10,56.6
107.54,205.3,10,56.7
8.41,205.45,10,56.55
289.14,205.6,10,56.43
12.99,205.75,10,55.86
238.11,205.9,10,57.17
215.68,206.05,10,57.33
387.53,206.2,10,55.57
193.69,206.35,10,55.89
25.44,206.5,10,56.25
220.68,206.65,10,55.89
336.44,206.8,10,56.61
398.74,206.95,10,55.98
172.14,207.1,10,57.41
128.12,207.25,10,56.91
362.66,207.4,10,56.41
76.5,207.55,10,56.8
246.17,207.7,10,56.83
162.29,207.85,10,55.98
16.43,208,10,55.84
138.92,208.15,10,56.27
106.09,208.3,10,56.65
274.44,208.45,10,56.28
379.52,208.6,10,55.4
107.22,208.75,10,55.78
324.59,208.9,10,56.13
22.14,209.05,10,56.11
215.25,209.2,10,57.12
28.22,209.35,10,55.43
373.61,209.5,10,56.36
306.54,209.65,10,56.84
263.18,209.8,10,57.22
329.56,209.95,10,55.87
259.01,210.11,10,56.3
387.58,210.26,10,56.33
285.58,210.41,10,56.13
369.86,210.56,10,55.97
206.85,210.71,10,56.22
46.83,210.86,10,54.72
211.27,211.01,10,56.32
50.75,211.16,10,56.02
237,211.31,10,55.84
193,211.46,10,56.96
249.03,211.61,10,55.58
4.02,211.76,10,55.71
77.94,211.91,10,56.89
196.53,212.06,10,55.46
380.2,212.21,10,55.59
153.44,212.36,10,55.78
169.75,212.51,10,56.26
285.88,212.66,10,55.93
241.52,212.81,10,55.17
119.57,212.96,10,55.53
164.33,213.11,10,55.48
87.08,213.26,10,55.73
386.41,213.41,10,55.97
52.25,213.56,10,55.96
148.73,213.71,10,54.85
10.34,213.86,10,56.25
88.71,214.01,10,55.83
312.19,214.16,10,56.39
80.47,214.31,10,55.9
32.03,214.46,10,56.22
189.78,214.61,10,55.89
3.99,214.76,10,56.31
33.91,214.91,10,55.89
323.05,215.06,10,55.57
308.59,215.21,10,56.74
366.06,215.36,10,56.03
341.81,215.51,10,55.86
273.27,215.66,10,54.92
20.93,215.81,10,54.9
313.14,215.96,10,55.68
338.2,216.11,10,55.6
319.63,216.26,10,55.2
203.39,216.41,10,55.57
93.16,216.56,10,56.28
338.13,216.71,10,55.82
290.87,216.86,10,54.89
392.3,217.01,10,55.39
62.28,217.16,10,55.03
90.27,217.31,10,55.22
84.72,217.46,10,55.2
317.02,217.61,10,55.15
74.76,217.76,10,54.75
26.66,217.91,10,55.3
399.42,218.06,10,55.07
9.93,218.21,10,53.88
334.1,218.36,10,56.35
146.15,218.51,10,55.86
336.65,218.66,10,55.11
221.85,218.81,10,55.3
360.65,218.96,10,54.69
370.48,219.11,10,56.11
3.64,219.26,10,56.2
30.16,219.41,10,55.32
100.14,219.56,10,55.74
267.73,219.71,10,55.3
355.31,219.86,10,54.53
183.98,220.01,10,54.98
242.79,220.16,10,55.24
75.4,220.31,10,54.94
321.99,220.46,10,55.04
386.93,220.61,10,55.09
107.44,220.76,10,55.08
197.93,220.91,10,55.14
34.45,221.06,10,54.57
223.65,221.21,10,54.73
201.11,221.36,10,54.43
57.77,221.51,10,55.55
176.83,221.66,10,54
133.64,221.81,10,55.61
208.73,221.96,10,55.72
234.26,222.11,10,54.86
3.4,222.26,10,53.7
304.4,222.41,10,54.81
285.21,222.56,10,54.94
146.51,222.71,10,54.46
21.17,222.86,10,54.69
301.97,223.01,10,55.7
382.07,223.16,10,55.26
96.06,223.31,10,54.45
129.41,223.46,10,54.1
73.53,223.61,10,54.72
230.77,223.76,10,54.77
61.94,223.91,10,55.11
142.48,224.06,10,54.58
278.81,224.21,10,55.09
224.05,224.36,10,55.79
154.59,224.51,10,55.22
168.1,224.66,10,54.78
224.84,224.81,10,54.7
2.35,224.96,10,54.6
31.4,225.11,10,55.36
352.5,225.26,10,54.44
31.15,225.41,10,54.76
282.72,225.56,10,54.76
368.02,225.71,10,54.47
108.27,225.86,10,54.02
148.2,226.01,10,54.85
227.57,226.16,10,54.65
352.68,226.31,10,54.92
376.76,226.46,10,54.39
295.83,226.61,10,55.26
34.65,226.76,10,54.19
267.66,226.91,10,55.48
164.12,227.06,10,53.74
188.28,227.21,10,54.81
19.66,227.36,10,54.82
76.42,227.51,10,54.18
316.21,227.66,10,54.77
181.58,227.81,10,55.19
120.66,227.96,10,53.43
153.61,228.11,10,54.78
341.76,228.26,10,53.27
299.6,228.41,10,54.02
108.93,228.56,10,55.31
47,228.71,10,54.19
100.8,228.86,10,53.88
368.3,229.01,10,54.36
232.64,229.16,10,55.48
213.39,229.31,10,53.52
238.56,229.46,10,53.9
146.41,229.61,10,55.16
