concentration(ppm),temperature,Dose(mol%),response
45.35,391.4,0,7.71
27.91,101.87,5,3.71
1.03,176.4,0,0.13
49.6,280.57,3,9.37
37.07,296.97,5,5.2
32.78,356.32,3,6.82
49.39,188.9,3,9.12
16.06,313.55,3,4.25
49.62,396.44,1,7.31
33.05,241.11,1,4.24
33.39,132.64,5,4.51
38.55,292.7,1,4.75
18.12,307.06,3,4.3
31.99,323.6,0,6.31
46.07,215.3,0,7.66
18.6,64.92,3,4.4
19.4,29.56,5,2.47
37.66,280.59,3,7.1
26.71,307.1,0,4.68
29.03,274.39,5,4.02
31.63,393.46,3,6.68
42.5,84.8,0,7.36
20.27,121.24,1,2.45
13.14,310.61,5,2.48
16.72,345.8,5,2.61
26.25,177.33,1,3.58
14.0,265.76,5,2.47
37.76,261.9,3,6.77
11.86,235.48,5,2.24
10.53,180.48,3,3.64
19.82,117.11,1,2.63
37.86,344.6,3,7.15
23.51,274.2,0,3.26
39.01,221.33,3,6.83
16.58,117.9,5,2.49
36.41,117.66,5,4.83
10.99,276.15,3,3.88
26.47,174.31,5,3.5
20.36,160.9,0,2.13
45.44,348.8,3,8.13
4.9,37.1,0,0.45
37.69,273.11,3,7.09
15.88,253.76,3,3.92
35.97,263.66,5,4.96
37.36,260.64,3,7.08
43.89,201.48,3,7.57
18.36,277.19,5,2.83
27.35,173.14,3,5.91
27.87,192.52,1,3.8
17.68,300.65,5,2.62
11.16,213.2,0,1.15
27.39,264.1,3,6.23
13.15,188.08,3,3.8
42.54,100.35,5,5.29
44.66,225.78,3,7.73
40.82,246.5,0,6.99
44.32,148.5,3,7.55
7.4,383.5,0,0.76
5.05,308.6,0,0.6
24.24,349.6,0,3.65
46.92,73.96,3,8.21
46.2,71.2,0,7.81
30.99,302.2,0,6.18
38.09,350.26,3,7.01
45.73,377.63,3,8.21
16.82,202.55,5,2.56
46.83,322.42,3,8.51
42.62,138.8,0,7.07
18.3,102.85,1,2.24
28.5,175.64,3,6.28
48.69,213.27,3,8.79
14.83,95.8,0,1.52
27.21,315.82,5,3.81
43.82,90.56,5,5.4
11.98,65.46,5,2.07
46.62,392.49,5,5.77
18.18,59.23,5,2.51
10.32,28.0,1,1.33
27.39,188.02,1,3.81
27.06,346.97,3,6.26
39.49,147.64,5,5.22
20.72,354.17,3,5.0
38.41,291.38,1,4.9
30.74,230.5,3,6.62
40.68,127.23,5,5.33
5.15,124.0,0,0.34
39.57,325.3,0,6.96
45.47,397.7,0,7.5
48.52,59.87,5,5.26
13.64,371.76,5,2.43
46.45,207.2,0,7.45
15.26,328.5,0,1.39
31.03,222.16,1,4.14
47.38,375.43,1,6.74
49.5,395.31,1,7.37
35.61,172.15,3,6.77
16.84,67.94,3,3.93
29.84,241.1,0,6.12
47.2,373.74,1,6.83
27.45,335.68,3,6.14
23.67,153.13,1,3.1
22.19,87.39,3,4.86
11.71,245.2,0,1.3
17.78,328.9,0,1.86
31.47,275.3,0,6.34
4.3,66.9,0,0.42
39.32,370.09,3,6.91
20.32,262.11,3,4.57
36.04,93.9,0,6.72
33.33,243.73,1,4.47
32.27,233.79,1,4.28
22.58,186.34,3,5.18
20.96,204.75,3,4.81
47.9,380.3,1,6.97
10.42,28.94,1,1.42
42.58,330.4,1,5.65
32.34,277.4,0,6.31
12.19,148.42,3,3.83
22.71,144.12,1,2.74
39.09,128.7,0,6.91
24.99,182.3,0,4.08
43.85,322.1,3,7.55
49.48,395.12,1,7.39
5.18,339.1,0,0.59
27.49,319.01,3,6.05
37.97,256.43,5,5.32
14.46,66.83,1,1.73
41.22,157.53,5,5.39
22.03,129.47,5,2.82
17.98,99.85,1,2.4
32.97,343.97,5,4.76
17.28,263.8,0,1.59
25.85,214.71,5,3.53
14.68,98.22,5,2.5
44.78,351.04,1,6.29
7.9,88.4,0,0.82
8.15,194.1,0,0.69
48.42,385.18,1,6.91
14.74,34.12,5,2.24
14.36,53.52,3,3.69
28.05,194.21,1,3.71
43.21,30.25,3,7.4
44.4,114.69,5,5.33
32.39,234.92,1,4.34
29.41,206.97,1,3.92
43.86,174.5,5,5.52
35.62,128.6,0,6.53
21.1,128.83,3,4.59
2.38,201.6,0,0.33
20.65,398.74,5,3.02
11.96,47.1,0,1.36
16.26,83.72,1,2.17
34.31,154.61,3,6.81
23.19,239.04,5,3.17
10.72,360.85,3,4.03
34.93,258.74,1,4.5
27.01,51.1,0,4.99
11.68,193.8,0,0.97
36.43,272.81,1,4.7
35.36,233.07,3,6.66
29.75,266.16,3,6.36
47.25,176.0,0,7.54
47.8,209.2,0,7.75
26.53,154.88,5,3.68
29.16,304.3,0,5.8
11.68,141.62,5,2.08
8.78,318.4,0,0.83
30.65,218.6,1,4.1
26.55,155.11,5,3.47
48.57,177.0,0,7.9
22.62,229.06,3,5.0
26.27,177.51,1,3.46
7.73,293.9,0,0.75
38.82,45.92,3,6.86
46.96,99.05,5,5.29
11.98,43.57,1,1.59
43.24,336.59,1,5.8
34.75,202.45,5,4.64
1.83,253.2,0,0.17
17.16,377.59,5,2.78
20.13,119.92,1,2.46
45.0,353.1,1,6.35
20.24,352.67,3,4.79
37.54,301.32,3,7.08
40.96,231.33,5,5.5
12.78,129.6,0,1.44
16.54,254.4,5,2.66
13.8,333.27,3,3.81
30.01,378.25,3,6.57
38.52,162.4,0,6.76
39.27,271.69,5,5.32
41.1,229.79,3,7.19
46.24,118.03,3,7.85
37.73,266.72,3,7.1
10.13,186.4,0,1.01
19.63,351.9,3,4.6
22.68,74.98,3,5.03
43.1,190.78,3,7.38
40.17,202.47,3,6.95
23.19,235.15,3,5.13
5.7,171.2,0,0.41
33.46,256.09,3,6.62
33.75,50.44,5,4.36
35.97,180.9,0,6.56
44.42,347.66,1,6.16
19.9,117.86,1,2.54
32.99,327.47,3,6.74
13.96,62.14,1,1.84
39.67,27.16,5,5.14
14.55,43.67,3,3.62
17.93,209.9,0,1.99
31.49,135.6,0,6.0
19.18,39.41,3,4.14
11.21,239.8,0,1.06
14.38,66.08,1,1.89
49.02,59.2,0,7.96
22.88,310.5,3,5.08
3.4,173.0,0,0.39
40.64,253.88,5,5.31
39.38,326.64,3,6.92
46.19,75.3,3,7.92
44.35,398.1,0,7.43
12.28,46.39,1,1.63
38.35,70.79,5,5.08
48.54,245.58,5,5.31
36.73,275.63,1,4.61
15.92,80.53,1,2.14
29.83,210.91,1,3.77
14.71,152.1,0,1.37
45.55,353.4,0,7.64
16.3,84.09,1,2.1
36.54,369.91,3,7.06
28.41,383.0,0,5.5
44.4,372.6,0,7.59
30.33,92.72,5,3.88
16.28,83.9,1,2.22
37.63,171.66,5,5.01
49.7,174.5,0,8.09
22.72,29.02,3,4.98
11.0,34.38,1,1.54
46.0,362.48,1,6.5
15.41,154.8,0,1.44
40.14,307.52,1,5.1
41.64,171.59,5,5.52
16.32,140.91,3,4.11
31.11,156.52,5,4.06
15.14,265.54,3,3.83
29.79,332.16,5,4.15
38.3,398.25,3,7.19
31.67,220.67,3,6.72
17.15,130.19,3,4.05
38.07,288.19,1,4.88
43.48,327.22,5,5.51
29.73,283.15,5,4.23
10.96,34.0,1,1.54
26.99,248.27,5,3.63
30.72,377.0,0,6.19
39.45,301.14,1,4.93
13.08,44.8,0,1.28
12.68,47.8,3,3.6
16.4,230.96,5,2.55
27.77,292.7,3,6.11
12.56,27.61,5,2.09
12.96,177.3,0,1.39
46.12,110.06,3,8.06
30.93,221.22,1,4.16
10.94,33.82,1,1.61
40.62,312.02,1,5.17
41.97,398.8,0,7.39
25.94,66.4,0,4.3
34.73,145.53,3,6.71
39.65,229.18,5,5.58
48.31,397.25,3,8.94
1.1,175.6,0,0.05
26.07,348.36,3,5.8
41.6,321.21,1,5.32
31.94,198.99,3,6.54
10.83,178.2,0,0.89
12.31,227.7,0,1.27
41.9,296.63,5,5.31
48.16,296.85,3,8.74
33.9,366.04,3,6.71
20.85,126.68,1,2.68
48.78,388.56,1,7.3
20.34,70.8,0,2.21
9.6,193.3,0,0.9
9.58,182.8,0,1.13
13.73,54.2,0,1.29
14.24,269.49,5,2.55
43.52,139.25,5,5.36
12.5,48.45,1,1.89
30.81,220.1,1,4.25
11.63,271.2,0,1.31
29.65,64.97,5,3.73
18.04,80.7,3,4.08
1.8,42.9,0,0.09
37.21,367.14,5,5.22
11.68,99.52,3,3.48
29.51,207.9,1,3.74
22.31,130.3,0,2.9
49.15,263.39,3,9.15
16.32,178.36,5,2.55
19.18,111.11,1,2.29
13.34,94.94,5,2.4
36.69,347.7,0,6.61
13.26,225.92,5,2.27
13.68,88.1,0,1.54
46.41,265.56,3,8.11
21.03,70.69,3,4.78
31.86,346.1,3,6.74
26.13,375.39,5,3.74
13.04,79.34,5,2.1
23.12,178.99,3,5.31
7.43,137.6,0,0.8
49.44,336.89,5,5.38
25.99,370.94,5,3.7
39.18,236.69,3,6.95
40.21,42.08,3,6.97
42.58,249.1,3,7.35
14.83,56.95,3,3.84
41.33,346.62,3,7.39
14.6,392.99,3,3.97
20.86,353.33,3,4.92
33.65,246.74,1,4.46
45.6,365.2,0,7.62
5.53,386.7,0,0.65
32.41,358.28,5,4.65
48.93,286.0,3,9.35
29.55,208.28,1,3.69
8.53,79.0,0,1.0
28.06,44.4,0,5.15
25.91,174.14,1,3.49
38.22,158.58,3,6.72
19.32,132.14,5,2.67
34.46,169.63,3,6.63
20.58,205.27,3,4.83
19.5,397.36,5,2.89
36.08,254.47,3,7.02
48.3,384.05,1,6.89
45.67,349.29,3,8.14
11.25,178.25,3,3.91
32.31,242.53,5,4.43
31.04,214.4,0,6.22
19.31,396.5,0,2.0
48.56,244.92,3,8.88
41.62,147.73,3,7.04
36.27,331.49,5,5.1
31.85,252.9,5,4.41
18.88,329.8,5,2.67
38.97,379.23,5,5.6
6.1,371.8,0,0.71
33.49,245.24,1,4.27
27.59,108.24,5,3.73
12.14,308.33,5,2.39
37.51,282.94,1,4.73
30.25,214.84,1,4.23
35.35,204.98,5,4.69
39.37,351.53,5,5.39
16.84,89.95,5,2.44
30.89,220.85,1,4.07
48.05,367.62,3,8.91
42.7,372.69,5,5.61
48.84,343.49,3,9.22
34.87,112.98,3,6.59
25.41,169.45,1,3.38
40.72,68.3,0,6.97
24.11,396.24,5,3.54
34.77,136.84,3,6.85
45.28,74.88,3,7.58
39.92,334.89,3,7.1
17.78,97.97,1,2.2
41.16,131.97,3,7.21
22.67,282.45,3,5.12
21.89,361.3,5,3.25
38.05,38.75,5,5.09
2.1,397.1,0,0.26
24.94,297.23,3,5.77
22.49,256.85,5,3.27
44.64,362.33,3,7.95
39.4,333.26,3,7.03
15.59,34.9,3,3.84
22.3,28.75,3,4.77
26.73,335.23,3,5.91
16.36,212.41,3,4.01
37.14,118.63,3,6.89
18.48,104.54,1,2.4
26.09,175.83,1,3.37
25.17,167.2,1,3.19
13.96,357.66,5,2.54
23.67,275.74,5,3.33
21.67,134.37,1,2.98
44.28,346.35,1,6.15
26.03,110.12,3,5.89
41.02,315.77,1,5.24
45.03,48.76,3,7.47
25.63,171.51,1,3.21
46.36,313.46,5,5.54
36.28,243.04,3,6.88
3.15,298.7,0,0.38
25.86,321.2,0,4.22
38.69,71.33,3,6.63
17.58,100.1,0,1.72
48.32,183.9,0,7.7
36.64,314.66,3,6.75
26.24,150.9,0,4.5
40.37,239.2,0,6.85
1.75,221.4,0,0.22
26.65,110.81,3,5.68
39.24,366.01,3,7.04
46.17,317.27,3,8.05
23.23,345.7,3,5.22
39.21,339.29,3,6.98
42.17,163.6,0,7.09
13.16,54.64,1,1.63
30.01,212.59,1,4.14
41.64,321.59,1,5.52
26.41,326.07,5,3.65
19.46,179.4,0,1.97
49.2,392.5,1,7.32
15.33,362.9,0,1.38
43.2,274.2,0,7.34
27.58,235.78,3,6.08
34.85,77.57,3,6.69
41.25,119.84,3,7.16
42.66,105.42,3,7.01
38.49,326.97,3,7.2
24.2,277.13,3,5.65
27.69,190.83,1,3.72
18.0,157.11,3,4.29
31.09,277.5,0,6.15
44.96,162.64,3,7.75
21.87,154.63,5,2.95
11.03,261.41,3,3.89
21.25,76.14,5,2.83
48.65,250.61,3,8.91
33.29,243.36,1,4.43
16.96,165.48,5,2.43
45.92,60.6,0,7.46
27.53,52.95,3,5.79
45.26,61.78,5,5.33
29.27,205.65,1,3.96
38.59,293.07,1,4.83
37.53,191.99,5,5.0
21.63,226.56,3,4.8
21.66,165.2,0,2.83
30.47,389.15,5,4.51
19.68,115.8,1,2.39
29.35,206.4,1,4.08
16.48,65.0,0,1.5
49.55,42.1,3,9.13
10.18,286.7,0,1.09
18.62,105.85,1,2.14
44.14,352.24,3,7.68
30.94,168.06,3,6.37
33.57,310.39,5,4.55
45.15,150.79,3,7.86
32.27,226.37,5,4.42
15.44,76.03,1,2.12
13.66,338.5,0,1.27
15.0,290.61,3,4.06
35.45,207.11,3,6.58
36.14,293.7,0,6.42
36.26,90.86,3,6.71
13.13,120.4,3,3.73
26.09,229.3,0,4.29
39.55,302.08,1,5.0
31.39,222.43,3,6.57
30.01,94.42,5,4.05
12.66,275.7,0,1.4
36.6,239.1,3,6.95
47.67,352.22,3,8.88
40.74,92.93,5,5.36
27.9,79.2,3,6.02
31.59,57.29,3,6.57
16.06,81.84,1,2.13
37.48,391.31,3,7.03
49.16,182.97,5,5.81
39.6,161.96,3,6.73
31.09,222.72,1,4.05
13.47,280.55,3,3.9
38.51,386.92,5,5.23
19.01,69.1,0,1.92
37.02,107.32,3,6.7
10.08,83.51,5,1.97
31.27,235.1,0,6.32
35.57,395.63,3,6.99
34.38,396.16,3,6.91
34.99,259.3,1,4.34
37.91,335.83,5,5.3
35.99,268.68,1,4.63
30.62,181.6,0,5.89
12.99,127.43,3,3.82
39.71,303.58,1,5.06
39.41,237.63,5,5.5
21.28,349.03,3,4.81
32.64,294.6,0,6.29
21.53,133.05,1,2.75
44.02,381.13,3,7.54
11.56,51.51,3,3.71
29.65,209.22,1,3.85
34.23,194.27,5,4.54
20.11,85.98,5,2.56
10.07,69.49,3,3.85
17.16,92.16,1,2.22
33.52,121.4,0,6.45
24.18,382.28,3,5.54
44.54,62.09,3,7.67
18.78,313.1,0,1.88
13.33,325.8,0,1.3
10.04,299.5,5,2.3
45.68,359.48,1,6.5
22.77,144.68,1,2.79
31.41,274.04,3,6.47
33.11,248.28,3,6.62
38.09,273.93,5,5.34
20.71,396.6,0,2.18
43.18,173.87,5,5.33
33.49,72.4,3,6.58
18.34,103.23,1,2.33
46.53,146.09,3,8.16
42.97,266.18,3,7.6
45.1,354.04,1,6.33
48.16,382.74,1,6.93
29.19,301.76,5,4.08
30.57,159.0,0,6.02
37.75,285.19,1,4.93
13.09,209.33,3,3.89
21.55,372.47,5,3.19
33.69,247.11,1,4.27
15.31,207.8,0,1.5
36.09,269.62,1,4.66
41.22,388.8,0,7.31
11.67,236.57,3,3.74
23.15,161.16,5,3.09
34.91,258.55,1,4.37
27.29,180.92,3,6.14
36.36,161.39,3,6.71
40.56,140.23,5,5.52
25.33,168.7,1,3.3
33.37,27.39,5,4.36
2.55,175.0,0,0.34
36.85,350.6,5,5.19
47.98,381.05,1,7.05
37.43,92.87,5,5.12
23.79,95.14,5,3.14
9.03,310.5,0,0.96
33.77,137.86,5,4.54
39.57,324.18,5,5.41
27.73,191.21,1,3.72
40.46,310.52,1,5.09
47.31,377.18,3,8.79
22.24,77.16,3,5.06
31.95,82.0,3,6.54
12.76,50.89,1,1.79
12.84,51.64,1,1.55
40.95,322.1,0,7.19
46.52,367.36,1,6.67
14.85,300.4,3,3.83
38.34,374.22,3,7.2
33.33,337.05,5,4.78
10.73,399.36,3,4.19
18.51,186.57,3,4.22
14.03,380.9,3,3.98
26.55,180.14,1,3.43
27.02,374.18,3,5.97
36.22,98.3,0,6.68
16.51,162.1,0,1.52
28.99,240.7,0,5.73
48.39,77.5,3,8.62
40.2,308.08,1,5.2
15.12,73.02,1,2.09
39.31,43.08,5,5.21
49.08,391.37,1,7.2
15.12,376.06,5,2.75
44.58,327.78,3,7.9
41.92,349.92,3,7.31
16.98,88.29,3,4.0
37.85,286.13,1,4.99
49.96,399.62,1,7.4
43.88,342.6,1,5.83
22.91,90.6,0,3.31
43.38,68.64,5,5.39
22.03,137.74,1,2.71
38.43,215.21,5,5.33
29.45,299.71,5,4.15
21.73,53.45,5,2.74
45.88,361.36,1,6.54
18.95,366.72,3,4.67
30.12,141.0,0,5.85
18.88,114.29,3,4.34
7.05,330.6,0,0.56
35.17,259.53,3,6.8
24.07,75.41,5,2.97
30.95,221.41,1,3.94
32.13,232.48,1,4.27
35.09,260.24,1,4.63
17.32,385.45,5,2.79
26.93,57.01,5,3.49
20.14,337.16,3,4.57
35.41,263.24,1,4.65
35.42,223.19,3,6.78
20.86,161.7,0,2.25
35.71,266.06,1,4.44
32.92,275.0,0,6.11
21.71,134.74,1,2.78
29.15,42.61,5,3.78
29.51,92.6,0,5.66
29.75,210.16,1,4.05
14.88,69.7,0,1.66
47.77,394.31,3,8.82
19.3,112.23,1,2.4
12.21,211.9,0,1.3
36.87,276.94,1,4.81
11.83,319.37,3,3.75
11.18,147.0,5,2.23
47.72,180.4,0,7.73
39.08,204.01,3,6.91
24.93,168.96,5,3.35
4.83,207.9,0,0.61
46.77,329.2,0,7.59
41.35,236.3,0,7.05
12.62,49.57,1,1.7
23.29,63.17,5,2.93
31.94,336.9,0,6.14
27.75,125.22,3,6.0
10.36,186.98,5,2.04
49.16,392.12,1,7.6
30.67,70.21,5,4.04
35.15,260.81,1,4.56
49.76,211.17,5,5.58
47.96,380.87,1,7.15
38.67,133.0,0,7.0
42.25,70.7,0,7.13
10.24,337.17,5,2.31
26.7,72.69,3,5.8
9.75,325.6,0,0.98
47.53,236.94,3,8.57
43.4,236.5,0,7.18
41.22,317.65,1,5.3
46.87,178.8,0,7.6
28.35,380.67,5,4.03
24.36,263.43,3,5.53
34.49,356.6,0,6.56
20.27,48.01,3,4.45
13.32,216.79,3,3.69
15.1,233.8,5,2.42
10.88,349.6,0,1.07
49.82,391.8,0,7.92
39.02,240.6,0,7.03
21.63,133.99,1,2.7
29.11,168.68,5,3.98
19.55,360.18,3,4.79
43.7,74.7,5,5.2
37.32,153.79,3,6.96
30.27,215.03,1,3.96
42.34,328.15,1,5.61
15.22,396.27,5,2.65
29.86,269.0,0,5.84
45.65,174.5,0,7.46
40.6,227.19,5,5.35
13.12,277.05,5,2.58
14.12,63.05,5,2.27
29.47,58.18,3,6.03
30.11,213.53,1,4.05
36.68,158.48,3,6.65
33.83,243.31,5,4.47
15.39,323.84,3,4.0
15.12,328.1,3,4.04
40.7,180.08,5,5.36
31.78,391.55,3,6.78
41.96,54.78,5,5.49
45.02,199.3,0,7.59
40.12,174.56,5,5.35
49.74,397.56,1,7.51
23.54,34.6,0,3.47
29.36,198.1,0,5.79
19.3,165.58,5,2.62
39.25,121.7,3,6.95
23.54,202.7,3,5.39
12.8,51.26,1,1.73
18.68,56.54,5,2.63
18.5,231.07,5,2.8
48.29,190.47,3,8.69
10.12,71.36,3,3.8
34.51,178.36,3,6.61
45.52,341.6,0,7.72
13.4,294.21,3,3.81
10.84,37.9,5,1.98
24.59,161.76,1,3.11
8.5,372.4,0,0.98
24.61,86.6,5,3.22
31.09,138.81,3,6.57
22.32,160.08,3,4.86
47.07,274.75,3,8.43
28.15,153.18,5,3.8
32.97,240.36,1,4.46
16.72,88.03,1,2.06
16.56,182.35,5,2.56
12.36,359.71,5,2.56
31.17,223.47,1,4.17
19.78,187.8,0,2.16
46.3,28.9,0,7.69
49.52,81.1,0,7.85
17.19,349.73,3,4.11
19.98,394.83,5,2.8
46.61,394.27,3,8.54
18.38,319.6,0,1.73
46.72,369.23,1,6.72
37.12,208.1,0,6.81
18.9,240.3,3,4.33
21.83,265.33,5,2.99
11.58,39.82,1,1.38
28.05,156.01,3,6.24
12.6,181.53,5,2.1
45.88,280.09,5,5.64
46.05,168.41,3,8.02
8.65,261.4,0,0.71
31.39,132.71,5,4.18
15.01,230.9,0,1.52
39.89,251.29,5,5.62
23.23,149.0,1,2.93
9.8,69.1,0,0.88
26.75,110.86,3,5.89
34.13,251.24,1,4.34
17.28,93.28,1,2.27
29.79,278.7,0,5.95
48.17,170.2,0,7.78
34.7,306.26,3,6.67
36.65,274.87,1,4.64
47.34,41.19,5,5.42
38.08,209.88,3,6.92
11.77,47.57,3,3.45
10.9,33.44,1,1.43
22.38,130.83,3,5.17
20.98,255.55,3,4.97
21.85,93.21,5,2.89
30.42,228.25,3,6.43
26.19,147.21,3,5.82
16.72,91.16,3,3.79
40.94,315.02,1,5.13
2.2,280.8,0,0.25
42.72,331.72,1,5.64
18.13,189.4,0,1.64
46.65,334.6,0,7.63
44.12,105.9,0,7.47
32.12,254.9,0,6.36
47.8,396.93,5,5.72
30.07,336.4,0,6.14
16.34,84.47,1,2.07
48.99,110.87,3,8.91
42.1,325.9,1,5.48
34.14,335.67,3,6.66
12.56,180.8,0,1.27
18.7,287.86,5,2.75
3.93,269.5,0,0.34
27.66,100.68,3,6.13
33.22,230.0,0,6.31
20.21,255.03,5,2.84
41.02,381.78,5,5.63
21.15,129.49,1,2.63
33.77,247.86,1,4.43
30.54,166.74,3,6.47
45.76,342.76,3,8.16
47.88,101.51,5,5.38
36.59,274.31,1,4.72
25.89,347.22,3,5.94
16.18,82.97,1,2.06
30.57,72.18,3,6.17
11.44,27.07,5,2.01
43.86,134.73,3,7.57
22.71,296.96,3,5.03
15.14,286.01,5,2.46
44.96,352.73,1,6.29
46.57,125.4,0,7.64
46.36,365.86,1,6.52
30.53,348.27,5,4.27
33.67,298.6,0,6.21
17.0,90.66,1,2.2
16.92,263.16,5,2.46
43.65,311.0,0,7.26
41.16,317.08,1,5.21
16.42,85.22,1,2.17
13.54,58.2,1,1.93
27.53,293.49,5,3.75
38.76,104.8,3,6.64
24.16,180.86,3,5.33
25.57,138.1,3,5.67
16.31,249.6,0,1.47
23.35,85.26,5,3.18
22.09,138.31,1,2.85
14.16,26.9,5,2.23
37.69,326.0,0,6.74
15.64,165.84,5,2.58
49.92,323.5,0,7.88
37.03,242.0,5,4.87
49.12,374.92,5,5.85
49.07,373.2,0,7.75
47.11,343.97,3,8.57
19.56,304.39,3,4.52
43.37,175.98,3,7.57
34.42,302.5,0,6.44
29.69,175.5,0,5.72
31.97,317.34,5,4.52
45.66,198.05,5,5.33
15.27,373.83,3,4.25
14.04,85.61,5,2.35
46.78,373.03,5,5.68
37.72,319.5,0,6.79
28.21,392.97,3,6.23
41.44,88.01,5,5.19
28.67,200.03,1,3.58
49.62,36.5,0,8.01
48.87,169.61,3,9.0
23.21,148.81,1,2.92
19.56,140.4,0,1.77
11.41,312.0,0,1.01
17.46,281.13,5,2.76
46.46,366.8,1,6.59
38.58,366.14,3,7.21
12.4,47.51,1,1.74
11.78,41.7,1,1.65
30.95,33.94,3,6.39
27.39,241.3,0,5.01
24.96,55.77,3,5.39
47.16,323.02,3,8.42
49.57,382.63,3,9.56
43.4,252.74,3,7.6
30.09,213.34,1,4.08
13.6,152.9,5,2.35
19.71,156.93,3,4.67
22.07,58.26,5,2.97
21.19,257.62,5,2.9
15.5,250.59,3,4.1
25.23,167.76,1,3.3
23.69,373.52,5,3.27
21.0,298.47,3,4.91
7.08,30.4,0,0.87
24.76,154.9,0,4.02
36.45,351.92,5,5.09
15.56,37.43,3,3.89
45.3,355.92,1,6.3
37.77,124.75,3,6.81
9.73,395.2,0,1.0
24.85,164.19,1,3.16
28.09,186.4,0,5.08
34.92,263.3,0,6.56
24.79,166.35,5,3.41
24.22,380.24,3,5.62
23.24,297.6,0,3.38
21.05,128.55,1,2.77
30.37,368.31,5,4.23
18.06,100.6,1,2.29
24.97,165.32,1,3.18
46.52,87.58,3,8.24
11.36,37.76,1,1.59
25.41,183.3,0,4.04
42.37,51.34,3,7.0
47.0,371.86,1,6.79
32.5,38.81,3,6.49
21.35,153.75,3,4.74
36.39,272.44,1,4.62
27.89,192.71,1,3.82
40.88,121.21,5,5.3
47.87,227.41,3,8.62
40.7,287.8,0,7.17
43.2,186.33,3,7.36
48.44,385.37,1,7.18
18.12,170.95,5,2.47
48.0,115.1,3,8.51
43.64,340.35,1,5.91
27.95,193.27,1,3.71
36.72,108.9,0,6.71
18.74,333.2,5,2.66
40.02,306.39,1,5.08
43.06,90.12,3,7.41
42.68,331.34,1,5.77
38.56,98.21,3,6.79
14.08,63.27,1,1.71
46.6,150.48,3,8.09
15.38,135.1,5,2.39
13.06,378.2,0,1.39
32.39,324.28,3,6.64
31.64,244.6,0,6.14
4.08,46.9,0,0.51
32.93,324.03,5,4.46
10.4,254.44,5,2.35
17.74,294.09,3,4.36
27.16,221.5,0,4.74
8.98,384.5,0,1.03
18.4,321.84,5,2.97
17.21,192.9,0,1.55
17.46,378.7,3,4.4
15.06,72.46,1,2.06
26.43,26.74,5,3.51
16.83,204.68,3,4.23
24.42,52.44,3,5.37
32.19,218.85,3,6.4
35.76,351.67,3,6.77
43.96,75.69,5,5.26
25.34,142.92,3,5.42
47.85,122.34,3,8.39
29.31,206.03,1,4.04
36.49,390.95,5,5.15
13.86,61.21,1,1.7
21.07,217.66,3,4.74
36.55,321.14,5,5.06
44.22,269.2,0,7.36
44.96,122.43,5,5.44
18.47,182.61,3,4.4
37.04,172.2,0,6.66
46.32,365.48,1,6.49
30.07,299.58,5,4.08
11.9,210.17,5,2.1
49.66,396.81,1,7.35
28.96,206.3,0,5.72
10.86,366.0,5,2.33
21.68,398.69,3,5.12
47.15,313.4,0,7.57
16.62,87.09,1,2.04
14.76,69.65,1,1.86
10.05,68.28,3,3.84
1.68,348.9,0,0.03
24.15,157.63,1,3.3
3.5,36.7,0,0.21
43.22,72.31,3,7.36
21.76,129.7,0,2.87
44.85,174.5,0,7.39
20.51,200.76,5,2.61
39.47,301.33,1,4.95
36.19,270.56,1,4.67
25.31,118.81,3,5.59
17.66,315.62,3,4.2
19.63,370.9,0,1.94
29.06,196.0,0,5.58
21.38,146.11,3,4.74
28.71,200.4,1,3.76
42.62,330.78,1,5.7
30.37,215.97,1,4.0
37.79,388.0,0,6.78
33.79,290.56,5,4.56
43.44,338.47,1,5.82
41.58,27.68,3,6.86
44.92,149.6,0,7.37
30.17,118.63,5,4.06
49.35,307.2,3,9.44
22.83,145.25,1,3.09
49.76,397.75,1,7.49
34.55,254.56,3,6.63
30.05,212.97,1,4.01
17.16,242.08,3,4.28
47.43,147.37,3,8.34
26.35,178.26,1,3.54
22.25,139.81,1,2.86
14.44,60.13,5,2.3
17.18,240.8,5,2.52
21.53,80.15,5,2.81
32.25,108.93,5,4.32
20.46,364.67,3,4.72
28.79,288.36,3,6.42
12.05,67.29,3,3.55
26.45,150.06,5,3.74
0.43,223.9,0,0.06
32.49,98.23,3,6.49
25.76,225.8,0,4.43
19.42,388.7,5,2.67
21.99,234.8,0,2.95
46.45,335.72,3,8.17
35.28,340.91,3,6.7
19.16,110.92,1,2.35
17.59,211.55,3,4.34
44.52,348.6,1,6.24
27.41,188.21,1,3.59
34.22,215.08,3,6.61
36.71,268.87,5,5.01
10.26,222.3,0,0.96
8.58,146.1,0,0.74
49.66,196.82,5,5.45
32.37,234.73,1,4.26
49.68,279.01,3,9.37
23.07,295.3,3,5.36
12.53,74.53,3,3.82
12.08,44.51,1,1.61
19.32,329.83,3,4.71
45.64,363.16,5,5.65
18.08,101.8,3,3.99
14.01,32.34,3,3.72
10.91,315.0,0,1.04
46.44,70.52,5,5.35
24.14,253.85,3,5.43
11.51,263.0,0,0.96
24.26,216.29,3,5.31
39.41,397.29,3,7.0
17.1,265.91,5,2.52
34.49,182.4,5,4.61
23.91,253.98,5,3.26
41.47,157.7,0,7.28
23.99,205.43,5,3.23
30.25,379.02,5,4.47
